Region,Site,Layer/Assemblage/Context,Culture,Lab code,ProjCode,date,error,Material,Species,Marine?,ΔR,ΔR error,% marine,Cal. BC 1 sigma,Cal. BC 1 sigma,Cal. BC 2 sigma,Cal. BC 2 sigma,Latitude,Longitude,Notes,reference
Northern Italy,Riparo di Romagnano III,AB 1-2,Mesolithic,R-1137A,674,"7,500",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AB 1-2,Mesolithic,R-1137B,675,"7,800",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AB 1-2,Mesolithic,R-1137,676,"7,850",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AB3,Mesolithic,R-1138,677,"8,140",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 1,Mesolithic,R-1139,678,"8,220",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 3,Mesolithic,R-1140,679,"8,560",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 4,Mesolithic,R-1141,680,"8,590",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 5-6,Mesolithic,R-1142,681,"8,740",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 7,Mesolithic,R-1143,682,"9,090",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 8-9,Mesolithic,R-1144,683,"9,100",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AC 8-9,Mesolithic,R-1145,684,"9,200",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,,Mesolithic,R-1146,685,"9,420",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AE1-4,Mesolithic,R-1146B,686,"9,490",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Vatte Zambana,Levels 2/3,Mesolithic,R-487,687,"7,250",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di vatte Zambana,Levels 2/3,Mesolithic,R-488,688,"7,540",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di Vatte Zambana,"Level 5, hearth I",Mesolithic,R-488a,689,"7,585",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di vatte Zambana,Level X-B,Mesolithic,R-491a,690,"7,740",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di vatte Zambana,"Level 5, hearth I",Mesolithic,R-489,691,"7,810",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di Vatte Zambana,"Level 5, hearth I",Mesolithic,R-489a,692,"7,810",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di Vatte Zambana,"Level 7, hearth II",Mesolithic,R-490,693,"7,860",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di vatte Zambana,"Level V, hearth II",Mesolithic,R-490a,694,"7,860",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Northern Italy,Riparo di Vatte Zambana,"Level X, hearth III",Mesolithic,R-491,695,"8,000",90,Charcoal,,,,,,,,,,11.092831,46.154268,,Skeates 1994
Central Italy,Riparo Fredian,Layer 4,Mesolithic,AA-10951,696,"9,458",91,charcoal,,,,,,,,,,10.350000,44.076900,,EUROEVOL-Sample:1773
Northern Italy,Riparo Gaban,,Neolithic,Bln-1777,697,"6,030",90,charcoal,,,,,,,,,,11.123988,46.089602,,Pinhasi et al 2005
Northern Italy,Riparo Gaban,Level D8,Neolithic,Gif-3766,698,"6,550",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 1994
Northern Italy,Riparo Gaban,Level E,Mesolithic,KIA-10363,699,"6,968",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level D,Mesolithic,KIA-10362,700,"7,283",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FA,Mesolithic,KIA-10366,701,"7,725",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FA,Mesolithic,KIA-10367,702,"7,902",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FA,Mesolithic,KIA-10364,703,"7,971",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FB,Mesolithic,KIA-10368,704,"8,193",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FA,Mesolithic,KIA-10365,705,"8,323",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FC (F13),Mesolithic,KIA-10369,706,"8,509",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Gaban,Level FC (F16),Mesolithic,KIA-10370,707,"8,847",90,Charcoal,,,,,,,,,,11.123988,46.089602,,Skeates 2003
Northern Italy,Riparo Romagnano III,,Neolithic,X-27,708,"6,060",90,Unknown,,,,,,,,,,11.130000,46.017384,,Pinhasi et al 2005
Northern Italy,Rivaltella-Ca' Romensini,,Neolithic,I-12519,709,"6,070",90,Charcoal,,,,,,,,,,10.626800,44.704900,,Skeates 1994
Northern Italy,S. Sebastiano di Perti,,Neolithic,OxA-19734,710,"6,675",90,Charred twig,Trit. vulgare,,,,,,,,,8.396494,44.316792,,Biagi & Starnini 2016
Northern Italy,S. Sebastiano di Perti,,Neolithic,GrA-25715,711,"6,760",90,Charred twig,Hordeum sp.,,,,,,,,,8.396494,44.316792,,Biagi & Starnini 2016
Northern Italy,S. Sebastiano di Perti,,Neolithic,OxA-21359,712,"6,767",90,Charred twig,Trit. dicoccum,,,,,,,,,8.396494,44.316792,,Biagi & Starnini 2016
Sardinia,S'Omu e S'Orku,,Mesolithic,AA-79862,713,"7,127",90,Charcoal,,,,,,,,,,8.471718,39.599930,,Melis & Mussi 2016
Sardinia,S'Omu e S'Orku,,Mesolithic,AA-76545,714,"7,678",90,Bone,Homo sapiens,,,,,,,,,8.471718,39.599930,,Melis & Mussi 2016
Sardinia,S'Omu e S'Orku,,Mesolithic,AA-76546,715,"7,860",90,Charcoal,,,,,,,,,,8.471718,39.599930,,Melis & Mussi 2016
Sardinia,Sa Punta,us11,Neolithic,AA-65493,716,"6,325",90,Bone,,,,,,,,,,8.509563,39.709149,,Lugliè 2018
Sardinia,Sa Punta,SU13,Neolithic,AA-65497,717,"6,652",90,Charcoal,,,,,,,,,,8.509563,39.709149,,Lugliè 2018
Sardinia,Sa Punta,US13,Neolithic,AA-6597,718,"6,652",90,Shell,Ostrea edulis ,,,,,,,,,8.509563,39.709149,,Anzidei & Carboni 2020
Northern Italy,Sammardenchia,,Neolithic,LTL-944a,719,"6,000",90,Unknown,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,"Feature 231 (ditch), layer 1",Neolithic,LtL-959a,720,"6,027",90,Charcoal,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,"Pit 114, level 2",Neolithic,R-2735,721,"6,028",90,charcoal,,,,,,,,,,13.760000,45.720000,,Skeates & Whitehouse 1998
Northern Italy,Sammardenchia,,Neolithic,LtL-262a,722,"6,059",90,Unknown,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,Feature 173 (ditch),Neolithic,LTL-967a,723,"6,060",90,Unknown,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,"Feature 231 (ditch), layer 3",Neolithic,LTL-955a,724,"6,063",90,Unknown,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,Pit 117,Neolithic,LTL-1504a,725,"6,110",90,Unknown,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,Pit feature 1,Neolithic,BLN-3373,726,"6,120",90,Charcoal,,,,,,,,,,13.760000,45.720000,,Skeates 1994
Northern Italy,Sammardenchia,Pit 86,Neolithic,Hd-23544,727,"6,128",90,Unknown,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,Pit 101,Neolithic,HD-23536,728,"6,129",90,charcoal,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,"Pit 118, level 1",Neolithic,R-2743,729,"6,170",90,charcoal,,,,,,,,,,13.760000,45.720000,,Skeates & Whitehouse 1998
Northern Italy,Sammardenchia,"Feature 231 (ditch), layer 2",Neolithic,LTL-956a,730,"6,231",90,Charcoal,,,,,,,,,,13.760000,45.720000,,Pearce 2013
Northern Italy,Sammardenchia,Pit 86,Neolithic,R-2548,731,"6,513",90,charcoal,,,,,,,,,,13.760000,45.720000,,Skeates & Whitehouse 1998
Northern Italy,Sammardenchia,"Pit feature 37, layers 1 & 2",Neolithic,R-2549,732,"6,525",90,charcoal,,,,,,,,,,13.760000,45.720000,,Skeates & Whitehouse 1998
Northern Italy,Sammardenchia,Pit 101,Neolithic,R-2545,733,"6,535",90,charcoal,,,,,,,,,,13.760000,45.720000,,Skeates & Whitehouse 1998
Northern Italy,Sammardenchia,Ditch 87,Neolithic,R-2547,734,"6,570",90,charcoal,,,,,,,,,,13.760000,45.720000,,Pinhasi et al 2005
Central Italy,San Marco,,Neolithic,OxA-1852,735,"6,245",90,seed,,,,,,,,,,12.599510,43.336230,,Hedges et al 1990
Central Italy,San Marco,,Neolithic,OxA-1851,736,"6,270",90,seed,,,,,,,,,,12.599510,43.336230,,Hedges et al 1990
Central Italy,San Marco,,Neolithic,OxA-1853,737,"6,430",90,seeds,,,,,,,,,,12.599510,43.336230,,Pinhasi et al 2005
Central Italy,San Marco di Gubbio,,Neolithic,OxA-1854,738,"6,120",90,seed,,,,,,,,,,12.599510,43.336230,,Hedges et al 1990
Southern Italy,San Marco-Puglia,,Neolithic,LTL-1727A,739,"6,277",90,Unknown,,,,,,,,,,15.638065,41.712443,,Fiorentino et al 2013
Sicily,San Marco-Sicily,,Neolithic,?,740,"6,335",90,Unknown,,,,,,,,,,14.893160,37.566930,,Tinè & Tusa 2012
Southern Italy,Sant'Angelo-Puglia,Level 6/7,Neolithic,Gif-6722,741,"6,530",90,Seeds,Cerealia,,,,,,,,,16.487597,41.121001,,Binder et al
Southern Italy,Sant'Angelo-Puglia,Level 9,Neolithic,Gif-6724,742,"6,980",90,Seeds,Triticum,,,,,,,,,16.487597,41.121001,,Binder et al
Southern Italy,Sant’Angelo IV,,Neolithic,AAR25751,743,"6,072",90,Bone,Homo sapiens,,,,,,,,,16.370368,39.808825,,Arena et al 2020
Southern Italy,Santa Tecchia,,Neolithic,BM-2414,744,"6,520",90,collagen,Homo sapiens,,,,,,,,,15.660000,41.500000,,Pinhasi et al 2005
Malta,Santa Verna,119,Neolithic,UBA-31048,745,"6,151",33,seed,cf. Hordeum,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,52,Neolithic,UBA-37689,746,"6,171",41,bone,Cattle Phalanx,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,113,Neolithic,UBA-31046,747,"6,172",39,seed,Fabaceae,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,79,Neolithic,UBA-31039,748,"6,175",61,seed,Hordeum/Triticum (apex),,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,90,Neolithic,UBA-31043,749,"6,181",40,seed,Hordeum (cf. hulled straight),,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,63,Neolithic,UBA-31037,750,"6,193",48,seed,cf. Hordeum,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,90,Neolithic,UBA-31044,751,"6,239",37,seed,Fabaceae (? Lentil or pea),,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,113,Neolithic,UBA-31047,752,"6,267",40,seed,Hordeum/Triticum apex,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,90,Neolithic,UBA-37859,753,"6,409",38,charcoal,Ulmus charcoal,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Santa Verna,90,Neolithic,UBA-31042,754,"6,412",44,seed,Triticum cf. dicoccum,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Southern Italy,Santuario della Madonna,US 370,Neolithic,LTL2154A,755,"6,229",90,seed,Seeds,,,,,,,,,15.784700,39.896780,,Calcagnile et al 2010
Southern Italy,Santuario della Madonna,US 373,Neolithic,LTL2156A,756,"6,432",90,seed,Seeds,,,,,,,,,15.784700,39.896780,,Calcagnile et al 2010
Southern Italy,Santuario della Madonna,US1025,Mesolithic,LTL3578A,757,"8,963",90,Charcoal,,,,,,,,,,15.784700,39.896780,,Calcagnile et al 2010
Northern Italy,Savignano sul Panaro,,Neolithic,I- 1289,758,"6,310",90,Charcoal,,,,,,,,,,11.037509,44.479597,,Bernabò Brea et al 2017
Northern Italy,Savignano sul Panaro,Pit,Neolithic,LTL5251A,759,"6,316",90,Charcoal,,,,,,,,,,11.037509,44.479597,,Bernabò Brea et al 2017
Northern Italy,Savignano sul Panaro,,Neolithic,LTL5250A,760,"6,327",90,Charcoal,,,,,,,,,,11.037509,44.479597,,Bernabò Brea et al 2017
Southern Italy,Scamuso,Phase II,Neolithic,Gif-7057,761,"6,040",90,shell,,,,,,,,,,16.890000,41.100000,,Skeates 1994
Southern Italy,Scamuso,Phase II,Neolithic,Gif-7346,762,"6,320",90,charcoal,,,,,,,,,,16.890000,41.100000,,Skeates 1994
Southern Italy,Scamuso,"Trench AV, IIIb",Neolithic,Gif-7345,763,"6,600",90,Unknown,,,,,,,,,,16.890000,41.100000,,Müller 1991
Southern Italy,Scamuso,IIIb,Neolithic,Gif-7055,764,"6,810",90,charcoal,,,,,,,,,,16.890000,41.100000,,Müller 1991
Southern Italy,Scaramella S. Vito,Bottom of inner ditch,Neolithic,R-351,765,"6,540",90,Charcoal,,,,,,,,,,15.680000,41.500000,,Whitehouse 2013
Southern Italy,Scaramella S. Vito,Outer ditch,Neolithic,R-350,766,"7,000",90,charcoal,,,,,,,,,,15.680000,41.500000,,Pinhasi et al 2005
Southern Italy,Serra Cicora,T.11,Neolithic,LTL147A,767,"6,410",90,Bone,Homo sapiens,,,,,,,,,17.946680,40.168880,,Quarta et al 2005
Southern Italy,Serra Cicora,SC99143,Neolithic,KIA10827,768,"6,679",90,Charcoal,,,,,,,,,,17.946680,40.168880,,Quarta et al 2005
Southern Italy,Serra Cicora,"SC02, QL1, t1 N.4 (Sect. VI)",Neolithic,LTL026A,769,"6,762",90,Charcoal,,,,,,,,,,17.946680,40.168880,,Quarta et al 2005
Southern Italy,Serra Cicora,T. 7,Neolithic,LTL221A,770,"6,785",90,Bone,Homo sapiens,,,,,,,,,17.946680,40.168880,,Fabbri et al 2015
Malta,Skorba,16,Neolithic,UBA-33708,771,"6,005",51,seed,Hordeum,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Skorba,15,Neolithic,UBA-33709,772,"6,035",54,seed,Hordeum,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Malta,Skorba,Skorba FB6,Neolithic,BM-378,773,"6,140",160,charcoal,Charcoal,,,,,,,,,14.377752,35.920878,,"Malone et al 2009 Table 12.1, 342"
Malta,Skorba,28,Neolithic,UBA-33710,774,"6,158",51,seed,Hordeum,,,,,,,,,14.377752,35.920878,,McLaughlin et al 2020 Dating Maltese Prehistory
Northern Italy,Strapatente,T. 2 STRAPA FRA 2,Neolithic,Lyon-14608(SacA-51551),775,"6,075",90,Bone,Homo sapiens,,,,,,,,,8.394271,44.212842,,Sparacello et al 2019
Corsica,Strette,Layer XXB,Neolithic,Ly-2835,776,"6,420",90,Charcoal,,,,,,,,,,9.372859,42.679220,,Lugliè 2018
Corsica,Strette,Layer XXb,Neolithic,Ly-2836,777,"6,480",90,Charcoal,,,,,,,,,,9.372859,42.679220,,Lugliè 2018
Corsica,Strette,Layer XXIV,Mesolithic,Ly-2837,778,"9,140",90,Charcoal,,,,,,,,,,9.372859,42.679220,,Lugliè 2018
Sicily,Stretto-Partanna,US 4F,Neolithic,CAN-2396,779,"6,000",90,Charcoal,,,,,,,,,,13.360000,38.120000,,Martinez Sanchez et al 2016
Sicily,Stretto-Partanna,US 3D,Neolithic,CAN-2398,780,"6,065",90,Charcoal,,,,,,,,,,13.360000,38.120000,,Martinez Sanchez et al 2016
Sicily,Stretto-Partanna,,Neolithic,R-292,781,"6,260",90,Charcoal,,,,,,,,,,13.360000,38.120000,,Martinez Sanchez et al 2016
Sicily,Stretto-Partanna,,Neolithic,R-291,782,"6,630",90,Charcoal,,,,,,,,,,13.360000,38.120000,,Martinez Sanchez et al 2016
Sardinia,Su Carroppu,"Test B, lev. 4",Neolithic,Ly-3011,783,"6,370",90,Charcoal,,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Carroppu,"Test B, lev. 4",Neolithic,Ly-3012,784,"6,440",90,Charcoal,,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Carroppu,SU9,Mesolithic,Beta-334464,785,"8,080",90,Charcoal,,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Carroppu,SU9,Mesolithic,Beta-334465,786,"8,190",90,Charcoal,,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Carroppu,SU43,Mesolithic,Beta-334467,787,"8,350",90,Bone,,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Carroppu,SU43,Mesolithic,Beta-334466,788,"8,410",90,Charcoal,,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Carroppu,"Test B, lev. 4",Mesolithic,AA-80544,789,"8,780",90,Bone,Homo sapiens,,,,,,,,,8.591961,39.206567,,Lugliè 2018
Sardinia,Su Coloru,,Mesolithic,LTL1588A,790,"8,358",90,Charcoal,,,,,,,,,,8.712054,40.662140,,Lo Veto & Martini 2016
Sardinia,Su Coloru,,Mesolithic,LTL1587A,791,"8,512",90,Charcoal,,,,,,,,,,8.712054,40.662140,,Lo Veto & Martini 2016
Sardinia,Su stangioni,Pit 1,Neolithic,AA-75653,792,"6,327",90,Charcoal,,,,,,,,,,8.466083,39.116499,,Lugliè 2018
Sardinia,Su stangioni,Pit 1,Neolithic,AA-75654,793,"6,341",90,Charcoal,,,,,,,,,,8.466083,39.116499,,Lugliè 2018
Sardinia,Su Stangioni,Pit 1,Neolithic,AA-80547,794,"6,359",90,Charcoal,,,,,,,,,,8.466083,39.116499,,Lugliè 2018
Southern Italy,Terragne,US3,Neolithic,Beta-59933,795,"6,870",90,Bone,Bos primigenius,,,,,,,,,17.629815,40.393619,,Fiorentino et al 2013
Corsica,Terrina,"I, Hearth",Neolithic,MC-2243,796,"6,670",90,Charcoal,,,,,,,,,,9.516667,42.116667,,Lugliè 2018
Central Italy,Tor Pagnotta ,,Neolithic,LTL2407A,797,"6,116",90,Charcoal,Quercus sp ,,,,,,,,,12.511890,41.799068,,Anzidei & Carboni 2020
Central Italy,Tor Pagnotta ,US454,Neolithic,LTL2910A,798,"6,486",90,Seed,Triticum dicoccum ,,,,,,,,,12.511890,41.799068,,Anzidei & Carboni 2020
Central Italy,Tor Pagnotta ,US 468,Neolithic,LTL2404A,799,"6,593",90,Charcoal,Quercus sp ,,,,,,,,,12.511890,41.799068,,Anzidei & Carboni 2020
Southern Italy,Torre Canne,Zone A,Neolithic,Gif-6725,800,"6,900",90,charcoal,,,,,,,,,,17.466700,40.850000,,Pinhasi et al 2005
Corsica,Torre d'Aquila,Layer 8,Mesolithic,LGQ-507,801,"7,840",90,Charcoal,,,,,,,,,,9.433333,42.833333,,Lo Veto & Martini 2016
Southern Italy,Torre Sabea,,Neolithic,Ly-4002,802,"6,590",90,Unknown,,,,,,,,,,15.183300,40.240000,,Fiorentino et al 2013
Southern Italy,Torre Sabea,Level 2c,Neolithic,LJ-1448,803,"6,860",90,Unknown,,,,,,,,,,15.183300,40.250000,,Fiorentino et al 2013
Southern Italy,Torre Sabea,,Neolithic,TAN-88247,804,"6,890",90,Unknown,,,,,,,,,,15.183300,40.250000,,Fiorentino et al 2013
Southern Italy,Torre Sabea,C 2/3,Neolithic,TAN-88066,805,"6,960",90,Unknown,,,,,,,,,,15.183300,40.250000,,Fiorentino et al 2013
Southern Italy,Torre Sabea,,Neolithic,X-53,806,"6,960",90,Unknown,,,,,,,,,,15.183300,40.250000,,Pinhasi et al 2005
Southern Italy,"Trani, II Spiaggia di Colonna",,Neolithic,UGAMS-8552,807,"6,060",90,Unknown,,,,,,,,,,16.441079,41.267561,,Fiorentino et al 2013
Southern Italy,Trasanello,"Trench 11, US3sup, internal ditch edge",Neolithic,LTL-12139A,808,"6,301",90,Charcoal,,,,,,,,,,16.670569,40.673012,,Binder et al
Southern Italy,Trasanello,"Trench 11, US5, ditch filing",Neolithic,LTL-12145A,809,"6,612",90,Charcoal,,,,,,,,,,16.670569,40.673012,,Binder et al
Southern Italy,Trasanello,"Trench 11, US3inf, internal ditch edge (F4)",Neolithic,LTL-12146A,810,"6,614",90,Charcoal,,,,,,,,,,16.670569,40.673012,,Binder et al
Southern Italy,Trasanello,"Trench 11, US5 (C4)",Neolithic,LTL-12144A,811,"6,632",90,Charcoal,,,,,,,,,,16.670569,40.673012,,Binder et al
Southern Italy,Trasanello,"Trench 11, US5, sherd concentration",Neolithic,LTL-12142A,812,"6,644",90,Charcoal,,,,,,,,,,16.670569,40.673012,,Binder et al
Southern Italy,Trasanello,"Trench 11, US5 (B3)",Neolithic,LTL-12143A,813,"6,683",90,Charcoal,,,,,,,,,,16.670569,40.673012,,Binder et al
Southern Italy,Trasano,,Neolithic,TAN-88068,814,"6,660",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Sector A (U48-49), C1",Neolithic,Ly-3948,815,"6,710",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Zone A, east sector, layer 2",Neolithic,Lyon-4408,816,"6,710",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Sector A (U48), C2.0",Neolithic,Ly-3949,817,"6,730",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Sector B (AB42), C2.2",Neolithic,Ly-3953,818,"6,730",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Sector B (AB46), C2.1",Neolithic,Ly-3952,819,"6,760",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,,Neolithic,TAN-88313,820,"6,790",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Sector A (U48), C2c",Neolithic,Ly-3950,821,"6,810",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Zone A, east sector, layer 1",Neolithic,Lyon-3896,822,"6,810",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,Layer 2 lower(?),Neolithic,Lyon-4410,823,"6,830",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Sector B (AA44), C2.3",Neolithic,Ly-3954,824,"6,835",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Sector A (T44), C2inf",Neolithic,Ly-3951,825,"6,840",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Sector B (AA-AB south), C2.4",Neolithic,Ly-3955,826,"6,935",90,Seeds,Cerealia,,,,,,,,,16.638092,40.671166,,Binder et al
Southern Italy,Trasano,"Zone B, east sector, layer 2",Neolithic,Lyon-5300,827,"6,940",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Zone A, east sector, layer 2",Neolithic,Lyon-4409,828,"6,950",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Level 2-4, south-east sector",Neolithic,Lyon-5296,829,"6,950",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,,Neolithic,TAN-88056,830,"6,950",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,,Neolithic,TAN-88067,831,"6,950",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,,Neolithic,TAN-88248,832,"6,980",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Southern Italy,Trasano,"Level 2-4, south-east sector",Neolithic,Lyon-5297,833,"7,030",90,Charcoal,,,,,,,,,,16.638092,40.671166,,Skeates & Whitehouse 1996
Northern Italy,Travo S.Andre,US84,Neolithic,Hd-23010,834,"6,011",90,Charcoal,,,,,,,,,,9.547363,"44.86398727276266, 9.54736318911435",,Bernabò Brea et al 2017
Northern Italy,Travo-Casa Gazza,Pit,Neolithic,I-13798,835,"6,130",90,Charcoal,,,,,,,,,,9.533300,44.866700,,Skeates 1994
Southern Italy,Umbro,"Trench 4, 113 cm (Stratum IV, near top)",Neolithic,Beta-169499,836,"6,190",90,Charcoal,,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1, 250-260 cm (Stratum V)",Neolithic,OxA-23122,837,"6,432",90,Grain,Cerealia,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1, 250-260 cm (Stratum IV)",Neolithic,OxA-23121,838,"6,448",90,Grain,Cerealia,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1, 250-260 cm (Stratum IV)",Neolithic,OxA-23119,839,"6,452",90,Grain,Hordeum vulgare,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
