ID,Gene,FoldChange.phos,pval.phos,logp.phos,logfdr.phos,signedlogp.phos,FDR.phos,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
ABLIM1-S669,ABLIM1,-0.11025,0.474348276,0.323902674,0.034466212,-0.323902674,0.92370605,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-S677,ABLIM1,-0.23945,6.84E-02,1.164977096,0.180555361,-1.164977096,0.659849116,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-S706,ABLIM1,-0.1475,0.239500606,0.620693383,0.081229849,-0.620693383,0.829411688,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T349,ABLIM1,-0.0178,4.58E-01,0.339526669,0.036297664,-0.339526669,0.919818915,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T351,ABLIM1,-0.285,0.228438228,0.641231216,0.084342206,-0.641231216,0.823488984,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T429,ABLIM1,0.0385,0.849985099,0.070588688,6.04E-04,0.070588688,0.998609774,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T433,ABLIM1,-0.179335,0.287789381,0.540925236,0.067431639,-0.540925236,0.856186472,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T451,ABLIM1,-0.0879,0.77032967,0.113323374,0.006081964,-0.113323374,0.986093363,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T467,ABLIM1,-0.1369,0.339171653,0.469580451,0.055938692,-0.469580451,0.879146614,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T561,ABLIM1,-0.203,0.431206475,0.365314727,0.041018684,-0.365314727,0.909874127,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-T670,ABLIM1,-0.35635,0.031280034,1.50473278,0.25253317,-1.50473278,0.559070826,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-Y439,ABLIM1,0.02665,0.736871824,0.13260805,0.009090803,0.13260805,0.979285213,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM1-Y675,ABLIM1,0.04325,0.730018524,0.13666612,0.00953154,0.13666612,0.978291906,0.15,0.858186026,0.066418561,0.066418561,0.939157354
ABLIM2-S279,ABLIM2,0.1672,0.792503513,0.100998804,0.004425914,0.100998804,0.989860709,-0.23,0.130082417,0.885781403,-0.885781403,0.367260997
ABLIM2-S280,ABLIM2,-0.2291,0.490725332,0.309161523,0.0339377,-0.309161523,0.924830833,-0.23,0.130082417,0.885781403,-0.885781403,0.367260997
ABLIM2-S282,ABLIM2,0.3014,0.125541126,0.901213982,0.128882704,0.901213982,0.743219843,-0.23,0.130082417,0.885781403,-0.885781403,0.367260997
ABLIM2-S294,ABLIM2,0.21315,0.087009295,1.060434349,0.155873697,1.060434349,0.698435496,-0.23,0.130082417,0.885781403,-0.885781403,0.367260997
ABLIM2-S364,ABLIM2,-0.343,0.240652601,0.61860944,0.080779245,-0.61860944,0.830272695,-0.23,0.130082417,0.885781403,-0.885781403,0.367260997
ABLIM2-S536,ABLIM2,0.055,1,0,0,0,1,-0.23,0.130082417,0.885781403,-0.885781403,0.367260997
ABLIM3-S277,ABLIM3,0.15225,0.611235009,0.213791779,0.018672634,0.213791779,0.957915864,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S282,ABLIM3,0.09175,0.781617097,0.10700595,0.004876187,0.10700595,0.988834961,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S372,ABLIM3,0.007175,0.735833744,0.1332203,0.009255436,0.1332203,0.978914054,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S373,ABLIM3,-0.0625,0.436557854,0.359958194,0.039623479,-0.359958194,0.912801871,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S379,ABLIM3,-0.10345,0.155259181,0.80894271,0.111315545,-0.80894271,0.773899302,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S388,ABLIM3,-0.4,0.446599035,0.35008222,0.038789023,-0.35008222,0.914557418,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S503,ABLIM3,-0.11805,0.49917951,0.301743249,0.03265937,-0.301743249,0.927557048,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S504,ABLIM3,0.0664,0.981932556,0.007918341,0,0.007918341,1,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S567,ABLIM3,0.04495,0.841124871,0.075139525,0.001812698,0.075139525,0.995834808,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S576,ABLIM3,-0.166,0.063678581,1.19600662,0.186774893,-1.19600662,0.650466758,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S585,ABLIM3,-0.387,0.033267535,1.477979376,0.244232226,-1.477979376,0.569859476,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-S599,ABLIM3,-1.2065,0.30952381,0.509305938,0.062335078,-0.509305938,0.866293233,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-T279,ABLIM3,-0.16325,0.162833053,0.788257434,0.106555949,-0.788257434,0.782427401,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABLIM3-Y605,ABLIM3,-1.233,0.420634921,0.376094676,0.043602983,-0.376094676,0.904475936,-0.75,0.103548653,0.984855547,-0.984855547,0.322980902
ABR-S225,ABR,0.1597,0.489276898,0.31044529,0.0339377,0.31044529,0.924830833,0.205,0.119114046,0.924037024,0.924037024,0.349631587
ABR-S312,ABR,0.03985,0.871584436,0.059690534,0,0.059690534,1,0.205,0.119114046,0.924037024,0.924037024,0.349631587
ABR-T333,ABR,-0.1045,0.255634984,0.592379713,0.074575572,-0.592379713,0.842217823,0.205,0.119114046,0.924037024,0.924037024,0.349631587
ABR-T901,ABR,-0.02845,0.742931086,0.129051469,0.00838164,-0.129051469,0.980885601,0.205,0.119114046,0.924037024,0.924037024,0.349631587
ABRAXAS1-S383,ABRAXAS1,-0.7505,0.133419183,0.874781723,0.123597806,-0.874781723,0.752319284,0,0.630183484,0.200532983,0,0.814968112
ABRAXAS1-S386,ABRAXAS1,0.07345,0.991256946,0.003813757,0,0.003813757,1,0,0.630183484,0.200532983,0,0.814968112
ABRAXAS1-S387,ABRAXAS1,0.18225,0.311322493,0.5067895,0.061642732,0.5067895,0.867675367,0,0.630183484,0.200532983,0,0.814968112
ABRAXAS1-S406,ABRAXAS1,-0.42645,0.03255934,1.487324413,0.24667747,-1.487324413,0.566659964,0,0.630183484,0.200532983,0,0.814968112
ABRAXAS1-T390,ABRAXAS1,0.091225,0.273416336,0.563175541,0.069915522,0.563175541,0.851303617,0,0.630183484,0.200532983,0,0.814968112
ABRAXAS2-S159,ABRAXAS2,-0.2275,0.175905628,0.754720267,0.099763076,-0.754720267,0.794761689,0.065,0.913042782,0.039508872,0.039508872,0.964007664
ABRAXAS2-S280,ABRAXAS2,0.15725,0.80524582,0.094071521,0.003805501,0.094071521,0.99127579,0.065,0.913042782,0.039508872,0.039508872,0.964007664
ABRAXAS2-S368,ABRAXAS2,0.077,0.986838318,0.005753996,0,0.005753996,1,0.065,0.913042782,0.039508872,0.039508872,0.964007664
ABRAXAS2-S372,ABRAXAS2,0.23,0.118519009,0.926211987,0.13525477,0.926211987,0.732394763,0.065,0.913042782,0.039508872,0.039508872,0.964007664
ABRAXAS2-S375,ABRAXAS2,0.06225,0.770130478,0.113435689,0.006081964,0.113435689,0.986093363,0.065,0.913042782,0.039508872,0.039508872,0.964007664
ABRAXAS2-Y377,ABRAXAS2,-0.09524,0.581538573,0.235421474,0.021771872,-0.235421474,0.951104262,0.065,0.913042782,0.039508872,0.039508872,0.964007664
ABT1-S32,ABT1,0.379,0.864849872,0.063059275,0,0.063059275,1,0.105,0.135138057,0.86922233,0.86922233,0.371498723
ABTB2-S31,ABTB2,-0.1177405,0.616342997,0.210177535,0.017922713,-0.210177535,0.959571381,-0.53,0.055384612,1.256610881,-1.256610881,0.228354944
ABTB2-S67,ABTB2,-0.2204,0.399405195,0.398586291,0.044548424,-0.398586291,0.902509072,-0.53,0.055384612,1.256610881,-1.256610881,0.228354944
ACACA-S117,ACACA,0.5496,0.139871912,0.854269488,0.118133268,0.854269488,0.761845194,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-S1300,ACACA,-0.027,0.539460539,0.268040318,0.027022288,-0.268040318,0.939675085,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-S1310,ACACA,0.118,0.704816765,0.151923774,0.010298525,0.151923774,0.976565719,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-S60,ACACA,0.4171,0.107407112,0.96896696,0.138681417,0.96896696,0.726638798,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-S62,ACACA,0.282,0.027208776,1.565290998,0.261165018,1.565290998,0.548068677,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-S66,ACACA,0.44165,0.036672818,1.435655718,0.234015962,1.435655718,0.583423661,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-S872,ACACA,0.098,0.283094466,0.548068621,0.068249999,0.548068621,0.85457464,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-T1302,ACACA,0.083,0.456575293,0.340487594,0.036601873,0.340487594,0.919174837,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACA-T647,ACACA,-0.3986,0.547619048,0.261521454,0.026476947,-0.261521454,0.940855771,0.355,6.04E-04,3.219272962,3.219272962,0.018723749
ACACB-S37,ACACB,0.2975,0.635364635,0.196976962,0.01495912,0.196976962,0.966141817,-0.31,0.115643087,0.936880325,-0.936880325,0.344002259
ACAP2-S378,ACAP2,0.26295,0.224232289,0.649301849,0.086383625,0.649301849,0.819627224,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S379,ACAP2,0.04565,0.79252286,0.100988202,0.004425914,0.100988202,0.989860709,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S381,ACAP2,-0.07515,0.588536589,0.230226532,0.02041022,-0.230226532,0.954090957,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S384,ACAP2,-0.04925,0.255744054,0.592194455,0.074575572,-0.592194455,0.842217823,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S387,ACAP2,0.03515,0.386466347,0.412888318,0.046683985,0.412888318,0.898082048,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S521,ACAP2,0.03705,0.535015641,0.271633521,0.027780157,0.271633521,0.938036728,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S575,ACAP2,0.48739,0.21978022,0.658011397,0.087057326,0.658011397,0.81835676,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S578,ACAP2,0.0155,0.866511267,0.062225786,0,0.062225786,1,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S581,ACAP2,-0.0484,0.696347977,0.157173681,0.011048697,-0.157173681,0.974880318,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S584,ACAP2,-0.1576,0.438553754,0.357977167,0.039616349,-0.357977167,0.912816855,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-S596,ACAP2,-0.68875,0.19047619,0.720159303,0.096572428,-0.720159303,0.800622097,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-T382,ACAP2,-0.1555,0.064201413,1.192455411,0.185340154,-1.192455411,0.652619199,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-T579,ACAP2,-0.068,0.453389298,0.343528735,0.037287129,-0.343528735,0.917725652,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP2-Y586,ACAP2,-0.076,0.813904557,0.08942652,0.002745599,-0.08942652,0.993697966,0.085,0.404309475,0.393286081,0.393286081,0.660457421
ACAP3-S387,ACAP3,-0.0306,0.904761905,0.043465694,0,-0.043465694,1,-0.015,0.609170253,0.215261312,-0.215261312,0.801924026
ACAP3-S388,ACAP3,-0.2624825,0.603780121,0.21912119,0.018881151,-0.21912119,0.957456052,-0.015,0.609170253,0.215261312,-0.215261312,0.801924026
ACBD3-S20,ACBD3,-0.30905,0.335378843,0.474464338,0.055938692,-0.474464338,0.879146614,0.055,0.200336383,0.698240171,0.698240171,0.459466051
ACBD3-S316,ACBD3,0.433,0.038163534,1.418351413,0.230990015,1.418351413,0.58750286,0.055,0.200336383,0.698240171,0.698240171,0.459466051
ACBD3-S43,ACBD3,-0.0412,0.664304074,0.177633084,0.011671757,-0.177633084,0.973482712,0.055,0.200336383,0.698240171,0.698240171,0.459466051
ACBD3-T18,ACBD3,0.1831,0.520879121,0.283263051,0.028590444,0.283263051,0.936288213,0.055,0.200336383,0.698240171,0.698240171,0.459466051
ACBD5-S202,ACBD5,0.37345,0.485714286,0.313619123,0.034466212,0.313619123,0.92370605,0.02,0.623128295,0.205422528,0.205422528,0.810673148
ACBD5-S203,ACBD5,-0.055675,0.391416148,0.407361261,0.045407805,-0.407361261,0.900724954,0.02,0.623128295,0.205422528,0.205422528,0.810673148
ACBD5-S205,ACBD5,0.011725,0.626636678,0.202984189,0.016060038,0.202984189,0.963695791,0.02,0.623128295,0.205422528,0.205422528,0.810673148
ACBD5-S209,ACBD5,-0.053375,0.705240372,0.151662834,0.010298525,-0.151662834,0.976565719,0.02,0.623128295,0.205422528,0.205422528,0.810673148
ACBD5-S271,ACBD5,0.082,0.534965035,0.271674602,0.027780157,0.271674602,0.938036728,0.02,0.623128295,0.205422528,0.205422528,0.810673148
ACBD5-S427,ACBD5,0.5529,0.020194567,1.694765458,0.292752696,1.694765458,0.509620986,0.02,0.623128295,0.205422528,0.205422528,0.810673148
ACBD6-S106,ACBD6,-0.051,1,0,0,0,1,0.12,0.90517335,0.043268241,0.043268241,0.960361609
ACD-S110,ACD,0.08085,0.411308178,0.385832655,0.044548424,0.385832655,0.902509072,0.175,0.07078232,1.150075209,1.150075209,0.262032926
ACD-S402,ACD,0.1111,0.293623996,0.532208456,0.065336751,0.532208456,0.860326398,0.175,0.07078232,1.150075209,1.150075209,0.262032926
ACD-S425,ACD,0.195725,0.030098283,1.521458285,0.253708949,1.521458285,0.557559284,0.175,0.07078232,1.150075209,1.150075209,0.262032926
ACD-S435,ACD,0.1003,0.338480945,0.470465775,0.055938692,0.470465775,0.879146614,0.175,0.07078232,1.150075209,1.150075209,0.262032926
ACIN1-S1004,ACIN1,0.1140925,0.067053353,1.173579498,0.182281891,1.173579498,0.657231104,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S1104,ACIN1,0.26785,0.049341569,1.306787045,0.208682705,1.306787045,0.618468087,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S1161,ACIN1,0.69,0.121525533,0.915332464,0.132421995,0.915332464,0.737187572,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S1329,ACIN1,0.1887,0.111398627,0.953120161,0.138681417,0.953120161,0.726638798,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S1331,ACIN1,0.7167,0.177289377,0.751317285,0.099555474,0.751317285,0.795141693,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S206,ACIN1,-0.065425,0.374674701,0.426345631,0.049962274,-0.426345631,0.891328362,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S207,ACIN1,0.055,0.847925159,0.071642479,7.87E-04,0.071642479,0.998189343,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S208,ACIN1,-0.0451,0.554797121,0.255865801,0.026476947,-0.255865801,0.940855771,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S210,ACIN1,0.02775,0.669515484,0.174239375,0.011356753,0.174239375,0.974189057,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S216,ACIN1,0.00645,0.588536589,0.230226532,0.02041022,0.230226532,0.954090957,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S240,ACIN1,0.035375,0.743247442,0.128866577,0.00838164,0.128866577,0.980885601,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S243,ACIN1,-0.2219,0.484063291,0.315097851,0.034466212,-0.315097851,0.92370605,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S295,ACIN1,-0.124,0.490056627,0.309753734,0.0339377,-0.309753734,0.924830833,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S328,ACIN1,-0.06,0.850200627,0.070478579,6.04E-04,-0.070478579,0.998609774,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S365,ACIN1,0.1407075,0.163140447,0.787438352,0.106555949,0.787438352,0.782427401,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S384,ACIN1,0.020558,0.275697659,0.559566922,0.068898232,0.559566922,0.853300045,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S386,ACIN1,-0.0129485,0.629185507,0.20122129,0.01582226,-0.20122129,0.964223562,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S388,ACIN1,-0.02176,0.996040182,0.001723141,0,-0.001723141,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S400,ACIN1,0.0958,0.519989017,0.284005829,0.028590444,0.284005829,0.936288213,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S410,ACIN1,0.0533,0.140481128,0.852382015,0.118133268,0.852382015,0.761845194,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S424,ACIN1,-0.333855,0.435388413,0.361123133,0.039623479,-0.361123133,0.912801871,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S425,ACIN1,0.105925,0.465666058,0.331925416,0.034582836,0.331925416,0.923458035,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S434,ACIN1,0.14325,0.701124298,0.154204982,0.010867621,0.154204982,0.975286874,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S453,ACIN1,0.015325,0.996040182,0.001723141,0,0.001723141,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S478,ACIN1,0.45075,0.474091728,0.324137622,0.034466212,0.324137622,0.92370605,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S482,ACIN1,0.172,0.951463962,0.021607657,0,0.021607657,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S490,ACIN1,-0.4024,0.111204016,0.953879528,0.138681417,-0.953879528,0.726638798,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S522,ACIN1,-0.19341,0.434931252,0.361579385,0.039623479,-0.361579385,0.912801871,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S561,ACIN1,-0.0725,0.976337575,0.010399996,0,-0.010399996,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S631,ACIN1,-0.198,0.904761905,0.043465694,0,-0.043465694,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S633,ACIN1,-0.198,0.904761905,0.043465694,0,-0.043465694,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S655,ACIN1,0.07565,0.074800274,1.12609681,0.171126994,1.12609681,0.674330815,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S657,ACIN1,0.17178725,0.096397121,1.015935935,0.146487648,1.015935935,0.713694503,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S661,ACIN1,0.0742,0.956305715,0.019403249,0,0.019403249,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S664,ACIN1,0.05285,0.72084337,0.142159092,0.00953154,0.142159092,0.978291906,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S665,ACIN1,0.6959267,0.365169613,0.437505369,0.051164229,0.437505369,0.888864928,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S667,ACIN1,0.068287,0.695004665,0.15801228,0.011222092,0.15801228,0.974491169,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S676,ACIN1,0.130125,0.238417029,0.622662728,0.081229849,0.622662728,0.829411688,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S698,ACIN1,0.1816,0.404130538,0.393478331,0.044548424,0.393478331,0.902509072,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S700,ACIN1,0.02012,0.558847516,0.252706675,0.025554826,0.252706675,0.942855577,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S703,ACIN1,-0.3275,0.218686514,0.660177998,0.087057326,-0.660177998,0.81835676,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S710,ACIN1,0.0471,0.323338583,0.490342469,0.058915531,0.490342469,0.873141175,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S729,ACIN1,0.0549,0.161423561,0.792033077,0.107213562,0.792033077,0.781243539,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S797,ACIN1,-0.396,0.272727219,0.564271515,0.070336524,-0.564271515,0.850478767,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S825,ACIN1,-0.05375,0.651538856,0.186059679,0.01261998,-0.186059679,0.971359564,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S828,ACIN1,0.4474,0.45549259,0.341518684,0.036791115,0.341518684,0.918774398,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S838,ACIN1,0.0912,0.418540791,0.378262209,0.043602983,0.378262209,0.904475936,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S863,ACIN1,-0.0444,0.983642809,0.007162578,0,-0.007162578,1,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S865,ACIN1,0.052,0.787878788,0.103540592,0.004425914,0.103540592,0.989860709,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S895,ACIN1,0.1866,0.052701446,1.278177472,0.203161558,1.278177472,0.626380807,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S898,ACIN1,0.0883075,0.272726826,0.564272142,0.070336524,0.564272142,0.850478767,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S981,ACIN1,0.4255,0.27985348,0.553069288,0.068249999,0.553069288,0.85457464,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S987,ACIN1,0.10961,0.519765303,0.284192715,0.028590444,0.284192715,0.936288213,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-S990,ACIN1,-0.15691,0.453720084,0.343211996,0.037279106,-0.343211996,0.917742606,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T1332,ACIN1,0.18605,0.1588269,0.79907594,0.10924469,0.79907594,0.777598313,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T254,ACIN1,-0.0975,0.41021078,0.386992931,0.044548424,-0.386992931,0.902509072,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T393,ACIN1,0.0722275,0.728286334,0.137697839,0.00953154,0.137697839,0.978291906,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T414,ACIN1,0.18955,0.1818683,0.740242992,0.099115363,0.740242992,0.795947891,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T563,ACIN1,-0.26885,0.588744589,0.230073072,0.02041022,-0.230073072,0.954090957,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T666,ACIN1,-0.511,0.263849787,0.578643252,0.073189456,-0.578643252,0.844910182,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T682,ACIN1,-0.10145,0.447652652,0.349058838,0.038789023,-0.349058838,0.914557418,0.08,0.264005953,0.57838628,0.57838628,0.534056253
ACIN1-T699,ACIN1,0.22255,0.103296703,0.985913539,0.14018992,0.985913539,0.724119228,0.08,0.264005953,0.57838628,0.57838628,0.534056253
