Gene,Feature,FoldChange.phos,pval.phos,logp.phos,FDR.phos,logfdr.phos,signedlogp.phos,signedfdr.phos,FoldChange.prot,pval.prot,logp.prot,FDR.prot,logfdr.prot,signedlogp.prot,signedfdr.prot,Comparison
PANK4,PANK4-T414,-0.874,3.25E-05,4.488204624,0.008818949,2.054583176,-4.488204624,-2.054583176,-0.0705,0.710624894,0.148359583,0.843723807,0.073799697,-0.148359583,-0.073799697,CNV-high
PARD3,PARD3-S958,0.487,7.63E-04,3.117602692,0.046006266,1.337183016,3.117602692,1.337183016,0.0774,0.279632659,0.553412107,0.492434581,0.307651457,0.553412107,0.307651457,CNV-high
PBX2,PBX2-S105,0.9275,5.44E-06,5.264505562,0.003208297,2.49372537,5.264505562,2.49372537,0.2396,0.043938843,1.357151381,0.15366415,0.813427442,1.357151381,0.813427442,CNV-high
PCDH19,PCDH19-S903,-1.548,2.75E-04,3.561228825,0.027287253,1.564040181,-3.561228825,-1.564040181,-0.6825,0.016788801,1.77498033,0.081164216,1.090635402,-1.77498033,-1.090635402,CNV-high
PCF11,PCF11-S813,0.5205,3.12E-04,3.505319751,0.029170544,1.535055466,3.505319751,1.535055466,0.0693,0.136732355,0.864128706,0.320240124,0.494524255,0.864128706,0.494524255,CNV-high
PDS5B,PDS5B-S1358,0.32145,2.17E-04,3.663274978,0.02403464,1.619162371,3.663274978,1.619162371,0.1846,0.022490105,1.648008518,0.09836248,1.007170532,1.648008518,1.007170532,CNV-high
PDS5B,PDS5B-T1381,0.208275,6.67E-04,3.176171923,0.04291237,1.367417503,3.176171923,1.367417503,0.1846,0.022490105,1.648008518,0.09836248,1.007170532,1.648008518,1.007170532,CNV-high
PELP1,PELP1-T1140,0.43805,5.01E-04,3.300439813,0.037320247,1.428055489,3.300439813,1.428055489,0.0417,0.863793695,0.06358997,0.935953559,0.0287457,0.06358997,0.0287457,CNV-high
PFKP,PFKP-S386,-1.12875,3.60E-08,7.443751381,3.48E-04,3.458127341,-7.443751381,-3.458127341,-0.2725,0.010795394,1.966761501,0.060338083,1.219408494,-1.966761501,-1.219408494,CNV-high
PHF20,PHF20-S488,0.58709,1.11E-04,3.953484943,0.016813356,1.7743456,3.953484943,1.7743456,0.13272,0.008261042,2.08296516,0.050452107,1.297120695,2.08296516,1.297120695,CNV-high
PIK3AP1,PIK3AP1-S642,1.52875,2.38E-04,3.623935501,0.025248199,1.59776959,3.623935501,1.59776959,0.3115,0.013085548,1.88320809,0.068879795,1.161908157,1.88320809,1.161908157,CNV-high
PITPNM3,PITPNM3-S907,-0.57625,1.10E-04,3.960276603,0.016813356,1.7743456,-3.960276603,-1.7743456,-0.2432,0.040645292,1.390989751,0.146090911,0.835376804,-1.390989751,-0.835376804,CNV-high
PLEKHG2,PLEKHG2-S1310,0.8785,3.38E-04,3.470756281,0.03031601,1.518327965,3.470756281,1.518327965,-0.014,0.722255029,0.141309425,0.851720222,0.069703041,-0.141309425,-0.069703041,CNV-high
PLEKHM1,PLEKHM1-S435,-0.422,2.67E-04,3.5729967,0.02717,1.565910365,-3.5729967,-1.565910365,0.0475,0.640946723,0.193178068,0.799498279,0.097182467,0.193178068,0.097182467,CNV-high
PPIL6,PPIL6-S18,-0.9185,7.80E-04,3.108090954,0.046560547,1.331981929,-3.108090954,-1.331981929,-0.7375,0.016946951,1.770908432,0.081527129,1.088697851,-1.770908432,-1.088697851,CNV-high
PPIP5K1,PPIP5K1-S944,-0.2257,2.56E-04,3.592031798,0.026386963,1.578610596,-3.592031798,-1.578610596,-0.1661,0.01650106,1.78248815,0.080067645,1.096542947,-1.78248815,-1.096542947,CNV-high
PPP1R12A,PPP1R12A-S422,0.384,1.85E-04,3.731844865,0.021823588,1.661073843,3.731844865,1.661073843,0.025,0.71359768,0.146546571,0.845843187,0.072710144,0.146546571,0.072710144,CNV-high
PPP1R12A,PPP1R12A-S336,0.5645,8.06E-04,3.093578718,0.047671852,1.321737978,3.093578718,1.321737978,0.025,0.71359768,0.146546571,0.845843187,0.072710144,0.146546571,0.072710144,CNV-high
PPP1R14A,PPP1R14A-S136,0.3225,5.11E-04,3.29136915,0.037414489,1.426960184,3.29136915,1.426960184,0.3365,0.049660846,1.30398589,0.166109564,0.779605361,1.30398589,0.779605361,CNV-high
PPP1R9B,PPP1R9B-S205,-1.2535,2.84E-05,4.546603985,0.008152329,2.088718308,-4.546603985,-2.088718308,0.19965,0.126524556,0.897825178,0.305231556,0.515370569,0.897825178,0.515370569,CNV-high
PPP6R2,PPP6R2-S871,-0.711,3.96E-04,3.402172438,0.033208235,1.478754207,-3.402172438,-1.478754207,-0.1137,0.010430263,1.981704726,0.059257824,1.227254298,-1.981704726,-1.227254298,CNV-high
PRCC,PRCC-T261,0.9485,5.13E-05,4.290282425,0.011046008,1.956794649,4.290282425,1.956794649,0.2631,0.05600769,1.25175234,0.180538396,0.74343042,1.25175234,0.74343042,CNV-high
PRRC2B,PRRC2B-S556,-0.691,6.07E-04,3.217033312,0.040590316,1.391577565,-3.217033312,-1.391577565,-0.16585,0.019601421,1.707712439,0.089708862,1.047164651,-1.707712439,-1.047164651,CNV-high
PRRC2B,PRRC2B-S1691,-0.711,6.38E-06,5.195407443,0.003409245,2.467341725,-5.195407443,-2.467341725,-0.16585,0.019601421,1.707712439,0.089708862,1.047164651,-1.707712439,-1.047164651,CNV-high
PRRC2C,PRRC2C-S1476,0.8511,1.36E-05,4.866511696,0.005304698,2.275339337,4.866511696,2.275339337,0.1376,0.107019767,0.970535999,0.275285786,0.560216212,0.970535999,0.560216212,CNV-high
PSMA2,PSMA2-S7,-0.707,4.31E-05,4.365669584,0.010165819,1.992857613,-4.365669584,-1.992857613,-0.16215,0.03766287,1.424086588,0.138548922,0.858396848,-1.424086588,-0.858396848,CNV-high
RAB3IP,RAB3IP-S266,-0.39015,1.53E-04,3.815032515,0.019799797,1.703339263,-3.815032515,-1.703339263,-0.17375,0.222275037,0.65310931,0.429314377,0.367224567,-0.65310931,-0.367224567,CNV-high
RAB8A,RAB8A-S181,0.744,1.37E-04,3.86370433,0.01864925,1.729338639,3.86370433,1.729338639,0.06131,0.382291144,0.417605762,0.593248723,0.226763188,0.417605762,0.226763188,CNV-high
RAD50,RAD50-S635,0.646,1.87E-05,4.729057463,0.006268651,2.202825911,4.729057463,2.202825911,0.04535,0.314732124,0.502058928,0.52677885,0.27837167,0.502058928,0.27837167,CNV-high
RALGPS2,RALGPS2-S296,0.359475,4.53E-04,3.344306119,0.035366923,1.451402724,3.344306119,1.451402724,0.408,0.044829924,1.348431995,0.15552793,0.808191608,1.348431995,0.808191608,CNV-high
RANBP2,RANBP2-T2743,0.2263,3.34E-04,3.476625441,0.030202403,1.519958506,3.476625441,1.519958506,0.158,0.022727118,1.643455629,0.099113098,1.003868948,1.643455629,1.003868948,CNV-high
RBM15B,RBM15B-S109,0.272325,8.90E-04,3.050660757,0.049998307,1.301044698,3.050660757,1.301044698,0.0762,0.53109045,0.274831508,0.715744993,0.145241682,0.274831508,0.145241682,CNV-high
RICTOR,RICTOR-S1615,-0.5885,2.73E-04,3.564220806,0.027287253,1.564040181,-3.564220806,-1.564040181,0.051415,0.184006778,0.735166179,0.385558849,0.413909325,0.735166179,0.413909325,CNV-high
RNF4,RNF4-S95,0.5815,1.48E-04,3.830813516,0.019416339,1.711832658,3.830813516,1.711832658,0.11185,0.110830214,0.955341827,0.281091123,0.551152869,0.955341827,0.551152869,CNV-high
RNF4,RNF4-S94,0.706,5.02E-04,3.299009414,0.037382752,1.427328726,3.299009414,1.427328726,0.11185,0.110830214,0.955341827,0.281091123,0.551152869,0.955341827,0.551152869,CNV-high
RPA1,RPA1-S392,-0.3829,7.85E-04,3.105005514,0.046777015,1.329967499,-3.105005514,-1.329967499,-0.11,0.108769002,0.963494857,0.277843765,0.556199345,-0.963494857,-0.556199345,CNV-high
RPS2,RPS2-S264,0.5186,1.46E-04,3.835948251,0.019283421,1.714815919,3.835948251,1.714815919,-0.05595,0.920553431,0.035950999,0.964368765,0.015756864,-0.035950999,-0.015756864,CNV-high
RRBP1,RRBP1-S185,0.77275,5.11E-04,3.291352769,0.037414489,1.426960184,3.291352769,1.426960184,0.0779,0.393246058,0.405335622,0.603185249,0.219549288,0.405335622,0.219549288,CNV-high
RSF1,RSF1-T1305,0.8902,1.73E-04,3.762295106,0.021169073,1.674298157,3.762295106,1.674298157,0.12105,0.0287981,1.540636172,0.115490091,0.937455277,1.540636172,0.937455277,CNV-high
RSF1,RSF1-S224,0.2644,2.04E-04,3.69037481,0.023219745,1.634142554,3.69037481,1.634142554,0.12105,0.0287981,1.540636172,0.115490091,0.937455277,1.540636172,0.937455277,CNV-high
RSPH3,RSPH3-T243,-0.614,6.80E-05,4.167715738,0.012995972,1.886191246,-4.167715738,-1.886191246,-0.7255,0.145144215,0.838200269,0.332329755,0.478430773,-0.838200269,-0.478430773,CNV-high
RSPH4A,RSPH4A-S31,-0.6743,2.38E-04,3.62410176,0.025248199,1.59776959,-3.62410176,-1.59776959,-0.5565,0.055386879,1.256593107,0.17944004,0.746080642,-1.256593107,-0.746080642,CNV-high
SCRIB,SCRIB-S761,0.399,5.06E-04,3.295987213,0.037414489,1.426960184,3.295987213,1.426960184,0.029,0.873212684,0.058879965,0.94090614,0.026453698,0.058879965,0.026453698,CNV-high
SEL1L,SEL1L-S41,0.632135,8.10E-04,3.091329323,0.047686221,1.321607096,3.091329323,1.321607096,0.1015,0.303347241,0.518059951,0.515977834,0.287368955,0.518059951,0.287368955,CNV-high
SET,SET-S63,0.91495,6.41E-06,5.192894377,0.003409245,2.467341725,5.192894377,2.467341725,-0.1617,0.189333626,0.722772247,0.391413687,0.407363992,-0.722772247,-0.407363992,CNV-high
SLBP,SLBP-S182,0.7497,4.92E-04,3.307883972,0.037140867,1.430147958,3.307883972,1.430147958,0.02265,0.434255414,0.362254759,0.640819855,0.193264041,0.362254759,0.193264041,CNV-high
SLC8A1,SLC8A1-S392,0.7035,2.07E-04,3.684877248,0.023274183,1.633125546,3.684877248,1.633125546,0.2315,0.056130164,1.250803691,0.180860096,0.742657243,1.250803691,0.742657243,CNV-high
SLK,SLK-S546,-0.648,1.07E-06,5.972269239,0.001562467,2.806189135,-5.972269239,-2.806189135,-0.2779,0.015117344,1.820524502,0.075799741,1.12033228,-1.820524502,-1.12033228,CNV-high
SLK,SLK-S543,-0.345,4.90E-04,3.310215307,0.036999748,1.431801237,-3.310215307,-1.431801237,-0.2779,0.015117344,1.820524502,0.075799741,1.12033228,-1.820524502,-1.12033228,CNV-high
SMARCA4,SMARCA4-S1484,0.5012,1.44E-04,3.842900884,0.019230979,1.715998603,3.842900884,1.715998603,0.2799,0.012651815,1.897847168,0.067333966,1.171765802,1.897847168,1.171765802,CNV-high
SMARCC1,SMARCC1-T398,2.443,1.19E-04,3.924912171,0.017453824,1.758109406,3.924912171,1.758109406,0.3905,0.07072846,1.150405796,0.210673141,0.676390829,1.150405796,0.676390829,CNV-high
SNX24,SNX24-S113,-0.42325,4.27E-04,3.369356458,0.034327415,1.464358905,-3.369356458,-1.464358905,-0.0849,0.411736577,0.38538055,0.621242114,0.206739111,-0.38538055,-0.206739111,CNV-high
SPATS2L,SPATS2L-S165,0.5541,5.07E-04,3.295089415,0.037414489,1.426960184,3.295089415,1.426960184,0.0967,0.160233269,0.795247307,0.352611036,0.4527041,0.795247307,0.4527041,CNV-high
SPEG,SPEG-S485,0.822,5.89E-04,3.229643084,0.039975172,1.398209661,3.229643084,1.398209661,0.0745,0.749605925,0.12516699,0.869980524,0.06049047,0.12516699,0.06049047,CNV-high
SRPK2,SRPK2-T546,-0.753,4.60E-05,4.337319517,0.010644573,1.972871759,-4.337319517,-1.972871759,-0.2417,0.307113751,0.512700737,0.519380008,0.284514771,-0.512700737,-0.284514771,CNV-high
SRSF12,SRSF12-S167,2.021,4.05E-04,3.392167157,0.033574847,1.473985959,3.392167157,1.473985959,0.46575,0.151286513,0.820199786,0.340886095,0.467390714,0.820199786,0.467390714,CNV-high
SRSF12,SRSF12-S219,0.97,2.38E-04,3.623766927,0.025248199,1.59776959,3.623766927,1.59776959,0.46575,0.151286513,0.820199786,0.340886095,0.467390714,0.820199786,0.467390714,CNV-high
ST13,ST13-S75,-0.2039975,5.43E-04,3.26557126,0.038255922,1.417301331,-3.26557126,-1.417301331,-0.2022,0.029092973,1.536211896,0.116234093,0.934666471,-1.536211896,-0.934666471,CNV-high
STAU1,STAU1-S396,0.5775,6.49E-05,4.187569461,0.012729274,1.895196379,4.187569461,1.895196379,0.01715,0.115067254,0.939048252,0.287197319,0.541819618,0.939048252,0.541819618,CNV-high
STAU1,STAU1-S176,0.2788,3.50E-04,3.45592466,0.030726832,1.512482215,3.45592466,1.512482215,0.01715,0.115067254,0.939048252,0.287197319,0.541819618,0.939048252,0.541819618,CNV-high
STMN1,STMN1-S63,0.732,8.50E-06,5.070640445,0.004194957,2.377272476,5.070640445,2.377272476,0.04535,0.102748598,0.988224097,0.268110799,0.571685693,0.988224097,0.571685693,CNV-high
STX17,STX17-S289,-0.4085,8.35E-07,6.078183864,0.001485893,2.828012569,-6.078183864,-2.828012569,-0.2188,0.015452735,1.810994638,0.077156758,1.112626029,-1.810994638,-1.112626029,CNV-high
SYNGR2,SYNGR2-S3,2.158,7.94E-05,4.100267129,0.014435947,1.840554722,4.100267129,1.840554722,-0.21705,0.081265347,1.090094607,0.231402106,0.635632692,-1.090094607,-0.635632692,CNV-high
SYNRG,SYNRG-S473,0.453,3.48E-04,3.458388486,0.030664311,1.513366786,3.458388486,1.513366786,0.1226,0.039918407,1.398826794,0.144171928,0.841119293,1.398826794,0.841119293,CNV-high
TAF15,TAF15-S226,-0.426,3.85E-04,3.414932735,0.032703402,1.485407066,-3.414932735,-1.485407066,-0.2257,0.134645368,0.870808583,0.317644045,0.498059282,-0.870808583,-0.498059282,CNV-high
TANGO6,TANGO6-S556,0.4806,9.41E-05,4.026369812,0.01558983,1.807158619,4.026369812,1.807158619,0.13465,0.148016326,0.82969038,0.336472376,0.473050585,0.82969038,0.473050585,CNV-high
TCF20,TCF20-S1440,-0.7328,3.62E-04,3.440925174,0.031577365,1.500624113,-3.440925174,-1.500624113,-0.0996,0.089223702,1.049519764,0.246374264,0.60840466,-1.049519764,-0.60840466,CNV-high
TCOF1,TCOF1-S583,0.7188,4.96E-04,3.304282607,0.037247459,1.42890335,3.304282607,1.42890335,0.2107,0.024445677,1.611797929,0.103805283,0.983780542,1.611797929,0.983780542,CNV-high
TFAM,TFAM-S193,1.422,4.21E-04,3.3756819,0.034171645,1.466334115,3.3756819,1.466334115,0.2606,0.056009835,1.251735703,0.180538396,0.74343042,1.251735703,0.74343042,CNV-high
TGM2,TGM2-S450,0.484,2.85E-04,3.545743395,0.027530404,1.560187415,3.545743395,1.560187415,0.1795,0.257210915,0.589710605,0.468881641,0.328936771,0.589710605,0.328936771,CNV-high
TLE2,TLE2-S250,-0.50605,9.57E-05,4.019227044,0.015687184,1.804455016,-4.019227044,-1.804455016,-0.27485,0.032672836,1.485813163,0.125506487,0.901333826,-1.485813163,-0.901333826,CNV-high
TMPO,TMPO-S159,0.3065,5.27E-04,3.278465299,0.037966995,1.420593775,3.278465299,1.420593775,0.22339,0.054490557,1.263678752,0.177348083,0.751173501,1.263678752,0.751173501,CNV-high
TMPO,TMPO-S158,0.366,7.90E-05,4.102151,0.014427702,1.84080283,4.102151,1.84080283,0.22339,0.054490557,1.263678752,0.177348083,0.751173501,1.263678752,0.751173501,CNV-high
TMPO,TMPO-S67,0.398925,5.76E-04,3.239910037,0.039436231,1.404104594,3.239910037,1.404104594,0.22339,0.054490557,1.263678752,0.177348083,0.751173501,1.263678752,0.751173501,CNV-high
TMPO,TMPO-T74,0.386875,5.41E-05,4.267093289,0.011321671,1.946089467,4.267093289,1.946089467,0.22339,0.054490557,1.263678752,0.177348083,0.751173501,1.263678752,0.751173501,CNV-high
TMPO,TMPO-S66,0.5214,2.54E-04,3.59534194,0.026355192,1.579133813,3.59534194,1.579133813,0.22339,0.054490557,1.263678752,0.177348083,0.751173501,1.263678752,0.751173501,CNV-high
TNIP1,TNIP1-S82,-0.56,8.91E-05,4.050024442,0.015286938,1.815679506,-4.050024442,-1.815679506,0.013445,0.338330728,0.470658556,0.54956034,0.259984616,0.470658556,0.259984616,CNV-high
TNIP1,TNIP1-S79,-0.544,1.16E-04,3.934050001,0.017324499,1.761339318,-3.934050001,-1.761339318,0.013445,0.338330728,0.470658556,0.54956034,0.259984616,0.470658556,0.259984616,CNV-high
TNS1,TNS1-S427,0.609,3.66E-04,3.436027619,0.031774079,1.497927033,3.436027619,1.497927033,-0.075,0.914220841,0.038948883,0.961130925,0.017217449,-0.038948883,-0.017217449,CNV-high
TNS3,TNS3-S850,-0.50415,1.80E-04,3.745656356,0.021823588,1.661073843,-3.745656356,-1.661073843,0.054435,0.632124643,0.199197278,0.793784535,0.100297366,0.199197278,0.100297366,CNV-high
TOMM70,TOMM70-T85,0.4829,1.18E-04,3.928352894,0.017445901,1.758306603,3.928352894,1.758306603,0.259,0.014951481,1.825315775,0.075393039,1.12266875,1.825315775,1.12266875,CNV-high
TOMM70,TOMM70-S96,0.5765,7.11E-04,3.14790354,0.044354443,1.353062872,3.14790354,1.353062872,0.259,0.014951481,1.825315775,0.075393039,1.12266875,1.825315775,1.12266875,CNV-high
TP53BP1,TP53BP1-S1678,1.69325,5.11E-06,5.291405332,0.003170254,2.498905891,5.291405332,2.498905891,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1683,0.6235,2.50E-04,3.602158206,0.026226172,1.581265087,3.602158206,1.581265087,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1706,0.7427,2.86E-05,4.543959026,0.008152329,2.088718308,4.543959026,2.088718308,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1764,0.757405,5.70E-08,7.244391746,3.79E-04,3.421042497,7.244391746,3.421042497,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1431,0.4897,2.66E-06,5.575345282,0.002473452,2.606696473,5.575345282,2.606696473,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1763,1.12585,1.32E-07,6.878227711,4.97E-04,3.304025162,6.878227711,3.304025162,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S867,0.76665,1.84E-04,3.735454586,0.021823588,1.661073843,3.735454586,1.661073843,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1435,0.44815,4.18E-05,4.378557276,0.010108266,1.995323327,4.378557276,1.995323327,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1623,0.8934,2.38E-04,3.622852454,0.025248199,1.59776959,3.622852454,1.59776959,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1004,0.52395,6.47E-04,3.189422648,0.042144191,1.375262275,3.189422648,1.375262275,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TP53BP1,TP53BP1-S1109,0.5123,4.39E-04,3.35793867,0.034839887,1.457923257,3.35793867,1.457923257,-0.10875,0.192037973,0.716612888,0.395320037,0.403051172,-0.716612888,-0.403051172,CNV-high
TRAPPC8,TRAPPC8-S273,-0.3002,4.20E-04,3.377109724,0.034171645,1.466334115,-3.377109724,-1.466334115,-0.067,0.011299572,1.946937988,0.062307858,1.205457175,-1.946937988,-1.205457175,CNV-high
TRIM28,TRIM28-S439,0.469,6.13E-04,3.212313885,0.040808041,1.389254252,3.212313885,1.389254252,0.1566,0.035167448,1.453859151,0.132003582,0.879414285,1.453859151,0.879414285,CNV-high
TSC2,TSC2-S939,-0.52618,2.01E-05,4.696038112,0.006625804,2.178761403,-4.696038112,-2.178761403,-0.03265,0.776983679,0.109588104,0.886240813,0.052448254,-0.109588104,-0.052448254,CNV-high
TTF2,TTF2-S396,0.55,8.43E-04,3.073971836,0.048625071,1.313139753,3.073971836,1.313139753,0.0949,0.196156705,0.707396843,0.400300673,0.397613679,0.707396843,0.397613679,CNV-high
TUBGCP3,TUBGCP3-Y114,-0.2317,2.81E-04,3.55156212,0.02743249,1.561734763,-3.55156212,-1.561734763,-0.1514,0.154378538,0.811413077,0.343984414,0.463461235,-0.811413077,-0.463461235,CNV-high
UFD1,UFD1-S229,-0.865,3.36E-04,3.474049771,0.030202403,1.519958506,-3.474049771,-1.519958506,0.08215,0.025476482,1.593860542,0.106738848,0.97167749,1.593860542,0.97167749,CNV-high
UNC45A,UNC45A-S4,0.64085,8.80E-04,3.055671073,0.04965676,1.304021625,3.055671073,1.304021625,-0.0457,0.272597867,0.564477547,0.486121747,0.31325495,-0.564477547,-0.31325495,CNV-high
USP32,USP32-S1350,0.4347,5.78E-04,3.238310273,0.039524316,1.403135642,3.238310273,1.403135642,0.1231,0.060784568,1.216206668,0.190686845,0.719679267,1.216206668,0.719679267,CNV-high
USP47,USP47-S1013,-0.221055,7.45E-05,4.127964924,0.013856571,1.858344227,-4.127964924,-1.858344227,-0.0543,0.071977717,1.142801929,0.212916375,0.671790937,-1.142801929,-0.671790937,CNV-high
USP8,USP8-S719,-0.210625,8.65E-04,3.063066295,0.049274254,1.307379941,-3.063066295,-1.307379941,-0.05565,0.101907472,0.991793971,0.267096381,0.573331996,-0.991793971,-0.573331996,CNV-high
UTP14A,UTP14A-S445,0.78155,2.31E-05,4.636791351,0.00718492,2.143578047,4.636791351,2.143578047,0.2088,0.025737938,1.589426244,0.107130332,0.970087548,1.589426244,0.970087548,CNV-high
VIM,VIM-S56,-0.4065,3.79E-04,3.421824591,0.032470603,1.488509651,-3.421824591,-1.488509651,-0.4035,0.013084487,1.883243312,0.068879795,1.161908157,-1.883243312,-1.161908157,CNV-high
WNK1,WNK1-S762,0.699,1.87E-04,3.727391024,0.02193993,1.65876476,3.727391024,1.65876476,0.084895,0.237652524,0.624057568,0.446804382,0.349882576,0.624057568,0.349882576,CNV-high
ZBTB21,ZBTB21-S1003,-0.367,2.16E-05,4.665348721,0.007015507,2.153940945,-4.665348721,-2.153940945,-0.01371,0.692875474,0.159344811,0.831717509,0.080024156,-0.159344811,-0.080024156,CNV-high
ZC3H13,ZC3H13-S380,0.31108,5.48E-04,3.26090863,0.03838905,1.415792633,3.26090863,1.415792633,0.13975,0.012794697,1.892969988,0.06782251,1.168626143,1.892969988,1.168626143,CNV-high
ZFAND2B,ZFAND2B-S173,-0.476025,5.14E-04,3.288834218,0.037533462,1.425581374,-3.288834218,-1.425581374,-0.1625,0.045207666,1.344787915,0.156387522,0.805797902,-1.344787915,-0.805797902,CNV-high
ZFC3H1,ZFC3H1-S1303,0.342325,5.64E-05,4.248713752,0.011511501,1.938868054,4.248713752,1.938868054,0.23323,0.012653109,1.897802757,0.067333966,1.171765802,1.897802757,1.171765802,CNV-high
ZFP91,ZFP91-S82,-0.5425,1.84E-04,3.734396203,0.021823588,1.661073843,-3.734396203,-1.661073843,0.01855,0.507812765,0.294296386,0.698481441,0.155845129,0.294296386,0.155845129,CNV-high
ZMYND11,ZMYND11-S444,2.073895,2.64E-04,3.57921178,0.027062091,1.567638643,3.57921178,1.567638643,0.04655,0.395462154,0.402895072,0.60498747,0.21825362,0.402895072,0.21825362,CNV-high
ZMYND8,ZMYND8-S637,0.5445,1.12E-04,3.952434612,0.016813356,1.7743456,3.952434612,1.7743456,0.0697,0.346440294,0.460371601,0.558067015,0.253313646,0.460371601,0.253313646,CNV-high
ZNF326,ZNF326-S478,0.5295,1.17E-04,3.931151688,0.017387004,1.759775244,3.931151688,1.759775244,0.0881,0.216189853,0.665164693,0.42353215,0.373113617,0.665164693,0.373113617,CNV-high
ZNF451,ZNF451-S1027,0.39183,3.21E-04,3.494121398,0.029703125,1.527197857,3.494121398,1.527197857,0.14925,0.011825042,1.92719731,0.064470032,1.190642114,1.92719731,1.190642114,CNV-high
ZNF592,ZNF592-S460,-0.4405,1.62E-04,3.789828161,0.020279391,1.692945082,-3.789828161,-1.692945082,-0.192,0.020239294,1.693804635,0.091671624,1.037765076,-1.693804635,-1.037765076,CNV-high
