ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
AEBP1,0.4353,0.087555832,1.057714919,1.057714919,0.237574735,0.73,0.059050342,1.228777579,1.228777579,0.17368833
AEBP2,0.60865,0.081955847,1.086420054,1.086420054,0.227506449,0.145,0.149947509,0.824060744,0.824060744,0.322810735
AES,-0.6615,1.35E-05,4.870589863,-4.870589863,0.001005116,-0.67,1.33E-06,5.875324571,-5.875324571,3.46E-04
AFAP1,0.166,0.995530766,0.001945314,0.001945314,0.999385303,-0.045,0.715764194,0.145230031,-0.145230031,0.846439384
AFAP1L1,-0.041,0.784439792,0.105440384,-0.105440384,0.884573784,-0.405,0.321437874,0.492902953,-0.492902953,0.527138279
AFAP1L2,0.1625,0.512217047,0.290545972,0.290545972,0.698722441,0.2,0.508621012,0.293605702,0.293605702,0.693196268
AFDN,-0.0814,0.050595267,1.295890108,-1.295890108,0.164237955,-0.14,0.127570573,0.894249495,-0.894249495,0.290059798
AFF1,0.27235,0.049285526,1.307280601,1.307280601,0.16161023,-0.545,0.009039529,2.043854186,-2.043854186,0.048247604
AFF4,0.09315,0.253163868,0.596598277,0.596598277,0.457583505,-0.28,0.030572858,1.514663967,-1.514663967,0.110765011
AFG1L,-0.34108,0.12366785,0.907743191,-0.907743191,0.295793189,-0.06,0.977650063,0.009816567,-0.009816567,0.98901722
AFG3L2,0.303,0.037698242,1.423678898,1.423678898,0.136848238,0.75,8.02E-06,5.096073955,5.096073955,6.66E-04
AFM,-0.1955,0.736806477,0.132646565,-0.132646565,0.853409556,0,0.802962487,0.095304744,0,0.892046367
AFMID,-0.0253,0.715789885,0.145214443,-0.145214443,0.839539232,0.245,0.217751626,0.662038593,0.662038593,0.411840978
AFTPH,-0.05685,0.416674864,0.380202698,-0.380202698,0.618130729,-0.01,0.429576376,0.366959611,-0.366959611,0.628017136
AGA,-0.19275,0.246252987,0.608618492,-0.608618492,0.45043054,-0.48,0.037174169,1.429758726,-1.429758726,0.126438213
AGAP1,-0.17188,0.110398268,0.957037741,-0.957037741,0.27490187,0.295,0.052578032,1.279195676,1.279195676,0.160260661
AGAP2,0.0168,0.559778776,0.251983572,0.251983572,0.73700488,0.305,0.195669699,0.708476423,0.708476423,0.384950473
AGAP3,0.03265,0.39142845,0.407347612,0.407347612,0.595160593,0.14,0.370069189,0.431717071,0.431717071,0.574165196
AGFG1,0.038515,0.215749366,0.666050471,0.666050471,0.417376113,0.23,0.01862051,1.730008436,1.730008436,0.079269079
AGFG2,-0.259,0.120760649,0.91807456,-0.91807456,0.290787597,-0.19,0.282083738,0.54962195,-0.54962195,0.487500456
AGGF1,-0.01725,0.203539468,0.691351366,-0.691351366,0.401933937,-0.235,0.002138132,2.669965534,-2.669965534,0.018300263
AGK,0.0595,0.741036054,0.130160662,0.130160662,0.855276013,-0.14,0.19949529,0.700067353,-0.700067353,0.389366149
AGL,-0.1826,0.061362363,1.212097922,-1.212097922,0.18778356,-0.1,0.40699002,0.39041624,-0.39041624,0.608718942
AGMAT,-0.6681,0.257848307,0.588635716,-0.588635716,0.463296048,-0.185,0.622042254,0.206180114,-0.206180114,0.780973839
AGO1,-0.1085,0.264986201,0.576776742,-0.576776742,0.47155226,0.49,0.001380095,2.860091126,2.860091126,0.013654348
AGO2,0.087805,0.126213738,0.898893372,0.898893372,0.299618092,0.48,0.002530908,2.596723707,2.596723707,0.020496714
AGO3,0.12635,0.120758049,0.918083911,0.918083911,0.290787597,0.22,0.016740782,1.776224265,1.776224265,0.073472579
AGO4,-0.0405,0.338141752,0.470901201,-0.470901201,0.546246601,-0.02,0.937477647,0.028039079,-0.028039079,0.967217292
AGPAT1,-0.04277,0.770840209,0.113035639,-0.113035639,0.875044665,0.155,0.004425127,2.354074221,2.354074221,0.029888662
AGPAT2,-0.0025,0.766561618,0.11545293,-0.11545293,0.872000328,-0.07,0.973188,0.011803255,-0.011803255,0.986698941
AGPAT3,-0.0716,0.884206749,0.053446174,-0.053446174,0.94255575,-0.005,0.670264046,0.173754076,-0.173754076,0.814431808
AGPAT4,-0.017,0.84034058,0.075544664,-0.075544664,0.918643634,-0.08,0.473349491,0.324818085,-0.324818085,0.663841827
AGPAT5,-0.11053,0.156436138,0.805662915,-0.805662915,0.340843323,0.185,0.707384162,0.150344668,0.150344668,0.841141871
AGPS,-0.37505,0.059067202,1.2286536,-1.2286536,0.18254552,-0.365,0.029324918,1.532763187,-1.532763187,0.107607188
AGR2,-1.8805,6.20E-05,4.207543862,-4.207543862,0.002321927,-2.42,1.95E-04,3.70932871,-3.70932871,0.004027453
AGR3,-1.698,4.00E-04,3.398026885,-3.398026885,0.00699553,-3.565,1.25E-04,3.904719062,-3.904719062,0.003081461
AGRN,0.23935,0.501474983,0.299750728,0.299750728,0.690037492,0.22,0.047365773,1.324535368,1.324535368,0.149069324
AGT,0.1455,0.250846488,0.600591975,0.600591975,0.455060438,-0.445,0.297460885,0.526570134,-0.526570134,0.502884363
AGTPBP1,0.0217,0.835811413,0.077891703,0.077891703,0.915818044,0.12,0.548872257,0.26052872,0.26052872,0.725962911
AGTRAP,0.2364,0.195690034,0.708431291,0.708431291,0.391575109,0.42,0.020688879,1.684263034,1.684263034,0.084949523
AHCTF1,0.2426,7.61E-04,3.118400435,3.118400435,0.010600335,0.535,3.29E-04,3.482411654,3.482411654,0.005490657
AHCY,0.1255,0.137708898,0.861037997,0.861037997,0.315692587,0.635,2.65E-04,3.575990726,3.575990726,0.004804986
AHCYL1,-0.4159,5.15E-04,3.288295915,-3.288295915,0.008278755,-0.435,0.00364372,2.438454969,-2.438454969,0.026216396
AHCYL2,-0.3455,3.00E-05,4.522187854,-4.522187854,0.001520514,-0.31,6.87E-04,3.163132116,-3.163132116,0.008778129
AHDC1,0.3099,0.00235329,2.628324492,2.628324492,0.021832346,0.27,0.146818852,0.833218177,0.833218177,0.318769932
AHNAK,0.2425,0.519463466,0.284444991,0.284444991,0.704607821,0.39,0.178809072,0.747610452,0.747610452,0.36298155
AHNAK2,0.568495,0.059068977,1.228640552,1.228640552,0.18254552,1.42,0.001381542,2.85963583,2.85963583,0.013654348
AHR,-0.139,0.571569344,0.242931072,-0.242931072,0.746569223,-0.43,0.112896336,0.947320153,-0.947320153,0.267818419
AHSA1,0.2502,0.055404131,1.256457855,1.256457855,0.174808713,0.05,0.466437943,0.331206129,0.331206129,0.65793616
AHSG,-0.019,0.792343459,0.101086523,-0.101086523,0.889524082,1.415,0.024272889,1.614878535,1.614878535,0.094582139
AHSP,-0.351,0.519469312,0.284440103,-0.284440103,0.704607821,1.055,0.091923984,1.036571163,1.036571163,0.234203252
AIDA,-0.2015,0.219934209,0.657707215,-0.657707215,0.422552368,0.325,0.013489987,1.869988462,1.869988462,0.063098694
AIF1,0.5851,0.028511226,1.544984113,1.544984113,0.114486541,0.45,0.07669616,1.115226377,1.115226377,0.207263612
AIF1L,0.37385,0.038215686,1.417758339,1.417758339,0.138245167,0.575,0.003331925,2.477304845,2.477304845,0.024659226
AIFM1,-0.1221,0.255501125,0.592607184,-0.592607184,0.459881407,0.225,0.745251037,0.127697411,0.127697411,0.857650947
AIFM2,-0.24645,0.28216459,0.549497489,-0.549497489,0.489270851,-0.285,0.024326714,1.613916557,-1.613916557,0.094582139
AIG1,0.1256,0.809011395,0.092045361,0.092045361,0.899906269,0.115,0.269756594,0.56902793,0.56902793,0.473648853
AIMP1,-0.1753,0.237243628,0.624805442,-0.624805442,0.440585802,0.08,0.97765022,0.009816498,0.009816498,0.98901722
AIMP2,0.1291,0.188061817,0.725699372,0.725699372,0.382961154,0.115,0.388295415,0.410837737,0.410837737,0.591878271
AIP,0.272,0.025788498,1.588573953,1.588573953,0.107589964,0.2,0.005361809,2.270688688,2.270688688,0.033894977
AJUBA,0.0224,0.59463365,0.225750518,0.225750518,0.761823219,0.59,0.001435362,2.843038433,2.843038433,0.01404048
AK1,-0.394,2.66E-04,3.575494807,-3.575494807,0.005469384,-0.765,0.00109124,2.962079548,-2.962079548,0.01177911
AK2,0.2545,0.09396847,1.027017842,1.027017842,0.249314624,0.415,0.006473188,2.188881786,2.188881786,0.038561083
AK3,-0.3139,0.014824938,1.829007106,-1.829007106,0.075151667,-0.465,0.001067123,2.971785429,-2.971785429,0.011648899
AK4,0.394,0.560186633,0.251667258,0.251667258,0.73700488,0.205,0.534070975,0.272401024,0.272401024,0.713982994
AK6,0.2794,0.17703579,0.751938926,0.751938926,0.368759569,0.045,0.809626757,0.091715148,0.091715148,0.894911145
AK7,-0.6525,0.01627592,1.788454453,-1.788454453,0.079583954,-1.56,4.26E-04,3.370551679,-3.370551679,0.006428107
AKAP1,-0.1546,0.133307291,0.875146098,-0.875146098,0.309851655,-0.21,0.10187572,0.991929309,-0.991929309,0.250194692
AKAP10,0.2375,0.03237549,1.489783647,1.489783647,0.123992795,0.085,0.85769563,0.066666803,0.066666803,0.92261748
AKAP11,0.01105,0.355357337,0.449334714,0.449334714,0.561388531,-0.425,0.025035691,1.601440425,-1.601440425,0.096532262
AKAP12,0.3745,0.222034575,0.653579393,0.653579393,0.42518856,1.29,0.019499878,1.709968103,1.709968103,0.081923546
AKAP13,0.12245,0.403934531,0.393689018,0.393689018,0.607400195,0.08,0.822662349,0.084778379,0.084778379,0.902240129
AKAP17A,-0.018295,0.703280836,0.152871217,-0.152871217,0.83242702,-0.105,0.241654515,0.616805086,-0.616805086,0.44251558
AKAP5,0.19935,0.234577268,0.629714076,0.629714076,0.438398182,0.385,0.00716698,2.144663799,2.144663799,0.041364742
AKAP7,-0.6565,0.01728346,1.762369299,-1.762369299,0.082836843,-0.815,0.017813681,1.749246332,-1.749246332,0.076739983
AKAP8,0.4245,0.008754306,2.057778266,2.057778266,0.052853975,0.185,0.033709756,1.472244397,1.472244397,0.118444987
AKAP8L,0.3249,0.0011819,2.927419403,2.927419403,0.013976603,0.285,0.016248008,1.789199883,1.789199883,0.071842971
AKAP9,-0.14905,0.011166218,1.952093893,-1.952093893,0.062465331,-0.445,5.47E-04,3.26219563,-3.26219563,0.007551485
AKNA,0.08965,0.650032629,0.187064843,0.187064843,0.797624699,-0.29,0.068658549,1.163305377,-1.163305377,0.19246978
AKR1A1,-0.3348,0.004592045,2.337993825,-2.337993825,0.034313444,-0.335,0.002263724,2.645176565,-2.645176565,0.019007294
AKR1B1,0.3591,0.012680284,1.896871018,1.896871018,0.06796406,0.75,0.001436082,2.842820659,2.842820659,0.01404048
AKR1B10,-0.5155,0.224172086,0.649418466,-0.649418466,0.426826205,-1.59,0.031473888,1.502049607,-1.502049607,0.112944806
AKR1C1,0.0117,0.303742107,0.517494999,0.517494999,0.511298391,-0.725,0.103090071,0.986783162,-0.986783162,0.251871913
AKR1C2,-0.1175,0.476849874,0.321618328,-0.321618328,0.669474758,-1.24,0.033291038,1.477672667,-1.477672667,0.117349111
AKR1C3,-0.8841,0.030606085,1.514192227,-1.514192227,0.120055899,-1.655,0.053296432,1.273301863,-1.273301863,0.161761232
AKR1C4,-0.069735,0.358693669,0.445276289,-0.445276289,0.565609251,-0.825,0.159237486,0.797954688,-0.797954688,0.336666052
AKR1D1,-1.076,0.111653654,0.95212706,-0.95212706,0.277422147,0.09,0.753750147,0.12277259,0.12277259,0.863968323
AKR7A2,-0.1956,0.119424045,0.922908223,-0.922908223,0.289590577,-0.11,0.749476912,0.125241741,-0.125241741,0.860963129
AKR7A3,0.58145,0.023925789,1.621133729,1.621133729,0.102622119,0.645,0.116777925,0.932639246,0.932639246,0.273746658
AKT1,-0.0175,0.95979343,0.017822227,-0.017822227,0.981562033,-0.045,0.552610643,0.257580755,-0.257580755,0.729572228
AKT1S1,-0.0401,0.361224046,0.442223347,-0.442223347,0.567106701,0.035,0.47330303,0.324860715,0.324860715,0.663841827
AKT2,0.232505,0.035192619,1.453548417,1.453548417,0.131100089,0.35,5.36E-04,3.271152191,3.271152191,0.007448674
AKT3,0.2685,0.195682213,0.708448648,0.708448648,0.391575109,0.38,0.182469451,0.738809835,0.738809835,0.367708228
AKTIP,-0.07495,0.526762125,0.278385459,-0.278385459,0.711612609,-0.03,0.649981184,0.187099215,-0.187099215,0.800503171
ALAD,-0.391,0.016765625,1.775580255,-1.775580255,0.081102717,-0.625,7.91E-04,3.10167103,-3.10167103,0.009552357
ALAS1,0.3116,0.025314178,1.596636175,1.596636175,0.106433539,-0.15,0.579175532,0.237189793,-0.237189793,0.752222985
ALB,-0.016,0.674405335,0.171079003,-0.171079003,0.813073179,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALCAM,-0.8175,0.005463825,2.262503241,-2.262503241,0.038367446,-0.76,0.133300499,0.875168226,-0.875168226,0.298580916
ALDH16A1,-0.23978,0.040351937,1.394135609,-1.394135609,0.142639557,-0.11,0.787996984,0.103475445,-0.103475445,0.884155787
ALDH18A1,-0.53015,0.014372609,1.842464388,-1.842464388,0.073574468,-0.545,0.00239627,2.620464245,-2.620464245,0.019727547
ALDH1A1,-0.4695,0.124826196,0.903694263,-0.903694263,0.297696477,-1.255,0.009814387,2.008136807,-2.008136807,0.050651552
ALDH1A2,0.2425,0.741022947,0.130168343,0.130168343,0.855276013,0.03,0.818355389,0.087058053,0.087058053,0.899561183
ALDH1A3,-0.3415,0.078602476,1.104563772,-1.104563772,0.221163313,-0.855,0.006481782,2.188305599,-2.188305599,0.038561083
ALDH1B1,0.3405,0.084480181,1.073245165,1.073245165,0.232167555,0.585,0.019784805,1.703668231,1.703668231,0.082590697
ALDH1L1,-0.2175,0.024692071,1.607442484,-1.607442484,0.104359057,-1.035,0.140692929,0.85172773,-0.85172773,0.309532805
ALDH1L2,0.883,8.22E-05,4.085034328,4.085034328,0.002760117,1.145,1.91E-04,3.719204046,3.719204046,0.00397877
ALDH2,-0.36005,0.038740527,1.411834477,-1.411834477,0.138982779,-0.555,0.003516798,2.453852564,-2.453852564,0.025598269
ALDH3A1,-1.198,0.004755917,2.322765705,-2.322765705,0.034907019,-1.2,0.032829308,1.483738278,-1.483738278,0.116242365
ALDH3A2,-0.60968,0.008755249,2.057731511,-2.057731511,0.052853975,-0.895,3.83E-04,3.416714454,-3.416714454,0.006009455
ALDH3B1,0.0949,0.766560824,0.115453379,0.115453379,0.872000328,-0.02,0.897484296,0.046973142,-0.046973142,0.944542819
ALDH4A1,0.0598,0.355364071,0.449326483,0.449326483,0.561388531,0.235,0.822704467,0.084756145,0.084756145,0.902240129
ALDH5A1,-0.2146,0.370126139,0.431650243,-0.431650243,0.576286993,-0.015,0.928580009,0.03218067,-0.03218067,0.962731207
ALDH6A1,-0.8325,0.001612693,2.792448336,-2.792448336,0.016963999,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH7A1,-0.2651,0.014824589,1.829017346,-1.829017346,0.075151667,-0.3,0.149958919,0.824027698,-0.824027698,0.322810735
ALDH9A1,-0.3184,0.003045053,2.516405103,-2.516405103,0.026166011,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDOA,-0.04288,0.658118439,0.181695941,-0.181695941,0.802606958,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOB,0.1073,0.414666473,0.382301077,0.382301077,0.616913784,-0.485,0.182466389,0.738817122,-0.738817122,0.367708228
ALDOC,0.3875,0.021324747,1.671116122,1.671116122,0.094637726,0.72,0.175226049,0.756401331,0.756401331,0.358177456
ALG1,-0.0566,0.46993731,0.327960073,-0.327960073,0.66327381,-0.085,0.473299932,0.324863558,-0.324863558,0.663841827
ALG10,-0.3075,0.963130904,0.016314682,-0.016314682,0.983315377,0.31,0.046108381,1.336220126,1.336220126,0.146325051
ALG11,-0.3546,0.164784771,0.783082928,-0.783082928,0.353394027,-0.005,0.766504487,0.115485299,-0.115485299,0.871027889
ALG12,-0.27662,0.161669087,0.791373015,-0.791373015,0.349321697,-0.445,0.010980957,1.959359796,-1.959359796,0.054927744
ALG13,-0.4235,7.31E-05,4.135848946,-4.135848946,0.002580327,-0.415,0.014356896,1.842939459,-1.842939459,0.065812114
ALG14,-0.152085,0.556431997,0.254587904,-0.254587904,0.733729803,-0.56,3.83E-04,3.417309436,-3.417309436,0.006009455
ALG2,-0.622,2.27E-06,5.64E+00,-5.643720897,4.91E-04,-0.855,1.92E-06,5.71675388,-5.71675388,3.79E-04
ALG5,-0.04725,0.49791614,0.302843796,-0.302843796,0.687222478,-0.445,0.027294683,1.563921952,-1.563921952,0.102682914
ALG6,-0.04245,0.758023594,0.120317277,-0.120317277,0.86599154,0.025,0.818337898,0.087067336,0.087067336,0.899561183
ALG8,-0.378205,0.552096668,0.257984874,-0.257984874,0.731196057,0.045,0.318635302,0.496706109,0.496706109,0.524366473
ALG9,-0.3235,0.18619105,0.730041198,-0.730041198,0.381015663,-0.405,0.006473935,2.188831669,-2.188831669,0.038561083
ALKBH1,0.14215,0.22373451,0.650267023,0.650267023,0.426826205,0.245,0.036625346,1.436218268,1.436218268,0.125300537
ALKBH2,0.1763,0.144417275,0.840380853,0.840380853,0.324764733,0.005,0.707416405,0.150324873,0.150324873,0.841141871
ALKBH3,0.7725,0.010485859,1.979395977,1.979395977,0.059393144,0.65,0.005096994,2.292685857,2.292685857,0.032722642
ALKBH4,0.0678,0.800988154,0.096373906,0.096373906,0.894679337,0.215,0.264915959,0.576891878,0.576891878,0.469770416
ALKBH5,0.16759,0.166497306,0.778592788,0.778592788,0.355154041,0.135,0.56389641,0.24880067,0.24880067,0.739129782
ALKBH6,0.4061,0.112352197,0.949418431,0.949418431,0.278957298,0.23,0.060546603,1.21791022,1.21791022,0.176355254
ALKBH7,0.0184,0.92237959,0.035090316,0.035090316,0.962948635,-0.39,0.130382312,0.884781322,-0.884781322,0.294651571
ALKBH8,0.10865,0.436218271,0.360296148,0.360296148,0.633973703,-0.18,0.439473279,0.357067526,-0.357067526,0.636486141
ALMS1,0.1475,0.373129696,0.428140186,0.428140186,0.578612855,0.23,0.070327104,1.152877265,1.152877265,0.195498867
ALOX15,-0.4278,0.410278608,0.386921126,-0.386921126,0.612054005,-1.475,0.077654457,1.109833615,-1.109833615,0.209184828
ALOX15B,1.3192,0.019053396,1.720027617,1.720027617,0.088730474,1.995,7.92E-04,3.10113617,3.10113617,0.009552357
ALOX5,0.6348,0.008061959,2.09355941,2.09355941,0.049946582,0.905,0.020089508,1.697030701,1.697030701,0.083467911
ALOX5AP,0.1121,0.822713009,0.084751636,0.084751636,0.909342067,0.295,0.973188094,0.011803213,0.011803213,0.986698941
ALPG,-0.22444,0.182492177,0.738755749,-0.738755749,0.376118117,-2.115,0.076716796,1.115109543,-1.115109543,0.207263612
ALPK1,0.03682,0.357201374,0.447086879,0.447086879,0.563942069,-0.335,0.046125153,1.336062177,-1.336062177,0.146325051
ALPL,0.008,0.875370635,0.057808026,0.057808026,0.938343961,0.055,0.910799595,0.040577171,0.040577171,0.953081902
ALPP,-0.538,0.014372951,1.842454063,-1.842454063,0.073574468,-2.91,0.006374027,2.195586125,-2.195586125,0.038112965
ALS2,-0.0456,0.822713009,0.084751636,-0.084751636,0.909342067,0.2,0.039232971,1.4063488,1.4063488,0.130890004
ALYREF,0.0556,0.90636125,0.04269867,0.04269867,0.952754501,0.485,8.24E-04,3.083900503,3.083900503,0.009831217
AMACR,-0.4065,0.079560938,1.099300103,-1.099300103,0.222769279,-0.68,0.001157668,2.936415866,-2.936415866,0.01223915
AMBP,-0.073,0.928585743,0.032177989,-0.032177989,0.965451194,-1.25,0.034709054,1.459557218,-1.459557218,0.120651062
AMBRA1,-0.04797,0.959793149,0.017822355,-0.017822355,0.981562033,0.14,0.313246814,0.504113337,0.504113337,0.518699872
AMD1,0.0054,1,0,0,1,0.045,0.81398347,0.089384414,0.089384414,0.897105196
AMDHD2,-0.065,0.741033433,0.130162198,-0.130162198,0.855276013,0.24,0.088560351,1.052760671,1.052760671,0.22855361
AMFR,-0.1638,0.435899749,0.360613381,-0.360613381,0.633973703,-0.24,0.100709476,0.996929662,-0.996929662,0.248077197
AMN1,-0.01685,0.955745675,0.019657658,-0.019657658,0.980904344,-0.25,0.466455105,0.33119015,-0.33119015,0.65793616
AMOT,-0.4683,7.93E-04,3.100785859,-3.100785859,0.010849779,-1.905,3.44E-07,6.463004435,-6.463004435,2.03E-04
AMOTL1,0.13115,0.924136754,0.034263757,0.034263757,0.962948635,-0.385,0.24168582,0.61674883,-0.61674883,0.44251558
AMOTL2,0.4645,9.89E-04,3.004802831,3.004802831,0.01247854,0.2,0.091767608,1.037310588,1.037310588,0.233900157
AMPD2,0.20045,0.012679661,1.896892354,1.896892354,0.06796406,0.605,3.29E-04,3.482537361,3.482537361,0.005490657
AMPD3,0.2085,0.602415167,0.220104102,0.220104102,0.767148928,-0.01,0.32693611,0.485537109,-0.485537109,0.533088726
AMPH,0.086,0.49082835,0.309070361,0.309070361,0.681097463,-1.11,0.040350538,1.394150675,-1.394150675,0.133375498
AMT,-0.91,0.025788498,1.588573953,-1.588573953,0.107589964,-0.96,5.25E-04,3.279434655,-3.279434655,0.007351383
AMY1B,0.097385,0.707442777,0.150308683,0.150308683,0.834496024,-0.58,0.926738272,0.033042901,-0.033042901,0.962731207
AMZ2,0.0681,0.248673143,0.604371116,0.604371116,0.453488513,0.1,0.300001517,0.522876549,0.522876549,0.505728192
ANAPC1,0.01915,0.690849542,0.160616526,0.160616526,0.82288188,0.49,3.65E-05,4.437942532,4.437942532,0.001464618
ANAPC10,0.05355,0.530420803,0.275379452,0.275379452,0.715188793,-0.12,0.195580522,0.7086744,-0.7086744,0.384950473
ANAPC11,-0.12245,0.622352657,0.205963452,-0.205963452,0.781217551,0.235,0.095044045,1.022075087,1.022075087,0.239229381
ANAPC13,0.0526,0.715788934,0.14521502,0.14521502,0.839539232,0.01,0.658074737,0.181724781,0.181724781,0.805890184
ANAPC16,0.01385,0.95979343,0.017822227,0.017822227,0.981562033,-0.43,0.004199977,2.376753086,-2.376753086,0.028852843
ANAPC2,0.01255,0.964257525,0.015806963,0.015806963,0.983315377,-0.4,0.00604498,2.218605111,-2.218605111,0.036802683
ANAPC4,-0.17677,0.034709689,1.459549282,-1.459549282,0.129676066,-1.275,6.08E-04,3.216388597,-3.216388597,0.008133247
ANAPC5,0.0241,0.429642578,0.366892687,0.366892687,0.628472976,-0.01,0.364053228,0.438835113,-0.438835113,0.568165291
ANAPC7,0.06215,0.173467611,0.760781602,0.760781602,0.364551937,0.195,0.092797672,1.032462918,1.032462918,0.235689569
ANG,0.281525,0.171704543,0.765218213,0.765218213,0.362164607,-1.17,0.001008603,2.996279757,-2.996279757,0.011231967
ANGEL2,-0.07935,0.822712399,0.084751958,-0.084751958,0.909342067,-0.03,0.606239865,0.217355509,-0.217355509,0.769350559
