ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
ADSS,0.25425,0.006436303,2.191363536,2.191363536,0.116564407,0.19,0.022715025,1.643686786,1.643686786,0.140241421
ADSSL1,-0.2505,0.061342367,1.212239473,-1.212239473,0.316301188,-0.645,0.020730741,1.683385184,-1.683385184,0.133119758
AEBP1,-0.292,0.077258901,1.112051472,-1.112051472,0.351989831,0.065,0.972284988,0.01220642,0.01220642,0.988929518
AEBP2,0.22015,0.451780821,0.34507221,0.34507221,0.758858059,-0.085,0.304207133,0.516830607,-0.516830607,0.575150455
AES,-0.0655,0.665902566,0.176589312,-0.176589312,0.879451868,-0.145,0.167581489,0.775773954,-0.775773954,0.417525314
AFAP1,-0.0955,0.687686786,0.162609321,-0.162609321,0.88990854,0.115,0.665877859,0.176605426,0.176605426,0.836768734
AFAP1L1,0.1335,0.858531364,0.066243834,0.066243834,0.954442812,-0.55,0.018151676,1.741083269,-1.741083269,0.124040269
AFAP1L2,-0.31,0.048792317,1.311648559,-1.311648559,0.284694543,-0.565,0.009304357,2.03131363,-2.03131363,0.085162699
AFDN,0.1675,0.039433731,1.404132126,1.404132126,0.260154936,0.17,0.092449805,1.034094001,1.034094001,0.304061878
AFF1,-0.0235,0.602288947,0.220195106,-0.220195106,0.852128594,0.04,0.409959309,0.387259248,0.387259248,0.665966583
AFF4,0.05728,0.541564841,0.266349538,0.266349538,0.814827133,-0.02,0.928804251,0.032075806,-0.032075806,0.970791179
AFG1L,0.0976,0.68112336,0.166774225,0.166774225,0.888061593,0.155,0.731911969,0.135541151,0.135541151,0.874551656
AFG3L2,0.1215,0.623192125,0.205378043,0.205378043,0.863577964,0.265,0.022125598,1.655104981,1.655104981,0.138513724
AFM,-0.2015,0.113380734,0.945460736,-0.945460736,0.420127313,0,0.937842096,0.027870278,0,0.975645234
AFMID,0.09125,0.811709496,0.090599373,0.090599373,0.939689611,0.03,0.724513056,0.139953784,0.139953784,0.869630793
AFTPH,0.0655,0.51239794,0.290392625,0.290392625,0.796997376,-0.11,0.462550048,0.33484127,-0.33484127,0.707469478
AGA,-0.1164,0.626702383,0.202938654,-0.202938654,0.865870387,-0.475,0.003631694,2.439890787,-2.439890787,0.051462694
AGAP1,-0.10185,0.024247309,1.615336447,-1.615336447,0.213064873,-0.085,0.196834614,0.705898527,-0.705898527,0.454212191
AGAP2,-0.024305,1,0,0,1,0.12,0.499680792,0.301307345,0.301307345,0.736939064
AGAP3,-0.1497,0.022138883,1.654844304,-1.654844304,0.206951874,0.08,0.811686224,0.090611825,0.090611825,0.916155221
AGFG1,0.00905,0.581711386,0.235292436,0.235292436,0.840993567,0.05,0.655054426,0.183722615,0.183722615,0.830040277
AGFG2,-0.0685,0.186787358,0.728652521,-0.728652521,0.521176595,-0.27,0.037530819,1.425611962,-1.425611962,0.185827385
AGGF1,0.19445,0.011531117,1.938128627,1.938128627,0.152444183,0.05,0.249424946,0.603060113,0.603060113,0.518636295
AGK,-0.034,0.60922473,0.215222476,-0.215222476,0.855612355,0.08,0.097311039,1.011837889,1.011837889,0.312947693
AGL,-0.0823,0.110027944,0.958497003,-0.958497003,0.416342943,0.085,0.694943842,0.158050289,0.158050289,0.853903677
AGMAT,0.7465,0.03365755,1.472917498,1.472917498,0.240706422,0.415,0.003992375,2.398768688,2.398768688,0.053968484
AGO1,-0.2225,0.015865159,1.799555571,-1.799555571,0.176066676,0.095,0.521964307,0.282359194,0.282359194,0.750517953
AGO2,-0.064,0.050533523,1.296420422,-1.296420422,0.290168888,0.09,0.335535903,0.474261003,0.474261003,0.604137765
AGO3,-0.1875,0.012029582,1.919749468,-1.919749468,0.156513042,0.06,0.984157129,0.006935557,0.006935557,0.994460474
AGO4,0.0155,0.709727078,0.148908625,0.148908625,0.900710958,0.02,0.98811763,0.005191352,0.005191352,0.995960893
AGPAT1,-0.2739,0.023627946,1.626574029,-1.626574029,0.212427604,-0.215,6.61E-04,3.180043801,-3.180043801,0.019814138
AGPAT2,0.202135,0.255739065,0.592202927,0.592202927,0.593157996,0.445,6.99E-04,3.155415532,3.155415532,0.020586503
AGPAT3,-0.027,0.980202443,0.008684219,-0.008684219,0.994301159,0.195,0.004589179,2.338265014,2.338265014,0.05835501
AGPAT4,-0.044,0.875240738,0.057872476,-0.057872476,0.960195993,-0.265,0.694977299,0.158029381,-0.158029381,0.853903677
AGPAT5,0.23305,0.568174946,0.245517921,0.245517921,0.831065487,-0.025,0.792462193,0.101021448,-0.101021448,0.906638378
AGPS,0.1255,0.407203733,0.390188249,0.390188249,0.731210983,-0.185,0.477855039,0.32070383,-0.32070383,0.720385845
AGR2,0.614,0.016977808,1.77011838,1.77011838,0.18192575,0.75,0.014611394,1.835308353,1.835308353,0.109773412
AGR3,-0.5646,0.655111991,0.183684451,-0.183684451,0.87829602,-0.98,0.728279487,0.137701922,-0.137701922,0.871987715
AGRN,-0.21235,0.161648162,0.791429229,-0.791429229,0.491315083,0.015,0.477871211,0.320689133,0.320689133,0.720385845
AGT,0.07,0.980202547,0.008684173,0.008684173,0.994301159,-0.295,0.057971449,1.236785843,-1.236785843,0.233724777
AGTPBP1,0.13154,0.045489747,1.342086474,1.342086474,0.276473176,0.215,0.007136749,2.146499582,2.146499582,0.073760155
AGTRAP,-0.1677,0.141822279,0.848255541,-0.848255541,0.464514892,-0.06,0.781043218,0.107324935,-0.107324935,0.900290827
AHCTF1,0.03807,0.338134369,0.470910683,0.470910683,0.675779635,0.29,0.013814198,1.859674322,1.859674322,0.106443948
AHCY,-0.04705,0.732016145,0.13547934,-0.13547934,0.909930667,0.25,0.091487229,1.038639525,1.038639525,0.302400767
AHCYL1,-0.03235,0.735753673,0.133267561,-0.133267561,0.910772943,0.245,0.00999046,2.000414525,2.000414525,0.08874952
AHCYL2,-0.0933,0.15722443,0.803479971,-0.803479971,0.485301056,0.135,0.750742851,0.124508795,0.124508795,0.884694107
AHDC1,-0.159,0.067047619,1.173616638,-1.173616638,0.330937652,-0.27,0.308918471,0.510156123,-0.510156123,0.579566902
AHNAK,-0.1375,0.20566458,0.686840496,-0.686840496,0.541466556,-0.035,0.956459565,0.019333385,-0.019333385,0.98275829
AHNAK2,-0.3705,0.169211338,0.77157054,-0.77157054,0.500688245,-0.535,0.676754524,0.169568832,-0.169568832,0.843468576
AHR,0.2735,0.052923126,1.276354509,1.276354509,0.295179976,0.215,0.358510483,0.445498141,0.445498141,0.623459313
AHSA1,0.0959945,0.076431109,1.116729837,1.116729837,0.350160083,0.205,0.084103409,1.075186399,1.075186399,0.288480438
AHSG,-0.0985,0.253666568,0.595736766,-0.595736766,0.592065976,0.315,0.887540517,0.051811812,0.051811812,0.952590622
AHSP,-0.296,0.769663442,0.113699141,-0.113699141,0.924979516,0,0.980973529,0.008342711,0,0.993962727
AIDA,0.0745,0.235568168,0.627883396,0.627883396,0.572239011,0.17,0.040358465,1.394065358,1.394065358,0.193037563
AIF1,0.2506,0.353361007,0.451781377,0.451781377,0.687382579,0.185,0.781048817,0.107321821,0.107321821,0.900290827
AIF1L,-0.2085,0.480971081,0.317881036,-0.317881036,0.774411935,-0.1,0.781049937,0.107321198,-0.107321198,0.900290827
AIFM1,-0.3618,0.098398329,1.007012276,-1.007012276,0.39701466,-0.18,0.687655732,0.162628933,-0.162628933,0.84981535
AIFM2,-0.0195,0.762089599,0.117993965,-0.117993965,0.921037261,0.115,0.968326488,0.013978188,0.013978188,0.986928781
AIG1,-0.2079,0.51640614,0.287008603,-0.287008603,0.798712136,-0.245,0.033219914,1.478601499,-1.478601499,0.172797225
AIMP1,0.0655,0.55479089,0.255870679,0.255870679,0.82328698,0.02,0.198512761,0.70221157,0.70221157,0.456401461
AIMP2,0.08655,0.490286851,0.309549754,0.309549754,0.780389584,0.22,0.066273649,1.178659116,1.178659116,0.252178124
AIP,0.0145,0.728283595,0.137699473,0.137699473,0.90876842,-0.08,0.306483207,0.513593316,-0.513593316,0.577213184
AJUBA,-0.04439,0.897328759,0.047048413,-0.047048413,0.967548209,-0.01,0.598799867,0.222718304,-0.222718304,0.79561004
AK1,-0.07515,0.609220974,0.215225154,-0.215225154,0.855612355,0.155,0.30892355,0.510148983,0.510148983,0.579566902
AK2,-0.3335,0.075610564,1.12141752,-1.12141752,0.34946667,0.01,0.578217934,0.237908443,0.237908443,0.78235592
AK3,-0.3186,0.004743886,2.323865761,-2.323865761,0.101515289,-0.175,0.049297879,1.307171764,-1.307171764,0.21514036
AK4,0.28785,0.157222252,0.803485987,0.803485987,0.485301056,0.73,0.058622986,1.231932068,1.231932068,0.235457987
AK6,0.35114,0.005365814,2.270364402,2.270364402,0.108326787,0.225,0.020166787,1.695363295,1.695363295,0.131044438
AK7,-0.3004,0.572018021,0.242590289,-0.242590289,0.834630895,-0.145,0.909117875,0.041379803,-0.041379803,0.962039408
AK8,-0.097,0.724164724,0.140162635,-0.140162635,0.906993879,-0.575,0.018895674,1.723637612,-1.723637612,0.12678937
AKAP1,0.096,0.044430941,1.352314493,1.352314493,0.273591968,0.125,0.132583262,0.877511301,0.877511301,0.370415856
AKAP10,-0.0366,0.290462849,0.536909407,-0.536909407,0.63185651,-0.04,0.56798192,0.245665489,-0.245665489,0.775853364
AKAP11,-0.0665,0.198644718,0.701922978,-0.701922978,0.533727418,0.065,0.964367169,0.015757583,0.015757583,0.985115862
AKAP12,-0.3925,0.036667887,1.435714113,-1.435714113,0.251846642,-0.33,0.377005618,0.423652178,-0.423652178,0.636487726
AKAP13,-0.00705,1,0,0,1,-0.005,0.968320505,0.013980872,-0.013980872,0.986928781
AKAP17A,-0.021905,0.616191964,0.21028397,-0.21028397,0.859697528,0,0.823243953,0.084471451,0,0.922086609
AKAP5,0.062,0.355269452,0.449442133,0.449442133,0.689768183,0.26,0.00633278,2.198405608,2.198405608,0.068929789
AKAP7,0.33835,0.067791286,1.16882613,1.16882613,0.331857981,0.655,0.002233757,2.650964062,2.650964062,0.038825109
AKAP8,0.0759,0.167670706,0.775542808,0.775542808,0.499643623,0.03,0.465488068,0.332091447,0.332091447,0.709888602
AKAP8L,0.02125,0.561466729,0.250675974,0.250675974,0.827573952,0,0.155729872,0.807628073,0,0.400906323
AKAP9,-0.0957,0.16016182,0.795441004,-0.795441004,0.488479443,-0.1,0.183380665,0.736646456,-0.736646456,0.438455156
AKNA,0.0625,0.313700348,0.503484999,0.503484999,0.653126704,0.115,0.371627935,0.429891648,0.429891648,0.632578915
AKR1A1,-0.0087,0.86599972,0.062482248,-0.062482248,0.956079499,0.195,0.061298822,1.212547869,1.212547869,0.241537145
AKR1B1,-0.097,0.558126039,0.253267715,-0.253267715,0.825712274,0.355,0.207443215,0.683100765,0.683100765,0.467889899
AKR1B10,0.247,0.130100557,0.885720845,0.885720845,0.446310778,0.83,0.154323667,0.811567464,0.811567464,0.399184157
AKR1B15,-0.3145,0.635364635,0.196976962,-0.196976962,0.870632964,0.5,0.850403433,0.070374995,0.070374995,0.93603499
AKR1C1,0.1131,0.49688647,0.303742829,0.303742829,0.785174375,-0.875,0.122703742,0.911142194,-0.911142194,0.35541763
AKR1C2,0.208,0.901257026,0.045151336,0.045151336,0.967793333,-1.225,0.036670846,1.435679075,-1.435679075,0.183056091
AKR1C3,-0.7875,0.085042321,1.070364896,-1.070364896,0.3704546,-1.415,0.37433348,0.426741328,-0.426741328,0.634233395
AKR1C4,0.4942,0.046987886,1.328014091,1.328014091,0.280966388,-1.005,0.293903528,0.5317952,-0.5317952,0.565169431
AKR1D1,-0.5175,0.164643096,0.783456475,-0.783456475,0.494806277,-0.075,0.858190445,0.066416325,-0.066416325,0.939157354
AKR7A2,-0.0677,0.541569084,0.266346136,-0.266346136,0.814827133,0.03,0.167585951,0.775762393,0.775762393,0.417525314
AKR7A3,-0.3553,0.423695017,0.372946644,-0.372946644,0.740027551,0.315,0.004816304,2.317286088,2.317286088,0.059841753
AKT1,-0.04675,0.173876308,0.759759591,-0.759759591,0.506515823,0.2,0.067000315,1.173923155,1.173923155,0.253756669
AKT1S1,0.12817,0.290457786,0.536916977,0.536916977,0.63185651,0.195,0.013617766,1.865894128,1.865894128,0.105495328
AKT2,0.1115,0.747004801,0.126676607,0.126676607,0.913310358,-0.08,0.366272031,0.436196243,-0.436196243,0.628511102
AKT3,-0.054,0.796346372,0.098897994,-0.098897994,0.934831135,-0.195,0.139133157,0.85656936,-0.85656936,0.37661564
AKTIP,0.0735,0.695006185,0.15801133,0.15801133,0.893555565,-0.17,0.059247291,1.227331504,-1.227331504,0.236871884
ALAD,-0.0285,0.773459887,0.111562205,-0.111562205,0.926321348,0.14,0.198548112,0.702134239,0.702134239,0.456401461
ALAS1,0.0341,0.528298034,0.277121006,0.277121006,0.807061143,0.36,0.0059626,2.224564307,2.224564307,0.066924402
ALB,-0.254,0.28371947,0.54711086,-0.54711086,0.624281569,0.165,0.502843843,0.298566863,0.298566863,0.739148771
ALCAM,-0.3041,0.544854435,0.26371951,-0.26371951,0.818051091,-0.325,0.401601909,0.396204231,-0.396204231,0.65816145
ALDH16A1,-0.0798055,0.113378841,0.945467987,-0.945467987,0.420127313,0.14,0.048749689,1.312028152,1.312028152,0.213983931
ALDH18A1,0.395,0.00467116,2.330575281,2.330575281,0.101515289,0.355,0.00393056,2.405545596,2.405545596,0.053596786
ALDH1A1,-0.657,0.139141455,0.85654346,-0.85654346,0.45969417,-0.55,0.190113177,0.72098778,-0.72098778,0.444871128
ALDH1A2,-0.51,0.018394938,1.735301683,-1.735301683,0.19006967,-1.025,0.018899424,1.723551439,-1.723551439,0.12678937
ALDH1A3,-0.1255,0.44469016,0.35194248,-0.35194248,0.753811533,-0.045,0.102496734,0.989289975,-0.989289975,0.321042589
ALDH1B1,-0.154,0.390557313,0.408315226,-0.408315226,0.717059031,0.29,0.266219841,0.57475958,0.57475958,0.536310032
ALDH1L1,-0.609775,0.046030509,1.336954224,-1.336954224,0.278318834,-0.985,0.019150157,1.717827652,-1.717827652,0.127790256
ALDH1L2,-0.005,0.687679023,0.162614223,-0.162614223,0.88990854,0.22,0.374300888,0.426779143,0.426779143,0.634233395
ALDH2,0.164,0.366385239,0.436062032,0.436062032,0.695168794,0.26,0.045478416,1.342194667,1.342194667,0.206135798
ALDH3A1,-0.3524,0.152910125,0.815563756,-0.815563756,0.480561871,-1.35,0.028982997,1.537856701,-1.537856701,0.160778016
ALDH3A2,-0.286,0.064144003,1.192843943,-1.192843943,0.321928223,-0.175,0.243461961,0.613568884,-0.613568884,0.512412174
ALDH3B1,-0.1318,0.558126039,0.253267715,-0.253267715,0.825712274,-0.165,0.968328149,0.013977443,-0.013977443,0.986928781
ALDH4A1,0.08325,0.450626329,0.346183437,0.346183437,0.758476955,0.055,0.834871518,0.078380355,0.078380355,0.928134285
ALDH5A1,-0.2347,0.459614157,0.337606603,-0.337606603,0.76176782,-0.05,0.762060536,0.118010528,-0.118010528,0.890065294
ALDH6A1,-0.1666,0.350800284,0.454940064,-0.454940064,0.68474256,-0.035,0.698651058,0.155739679,-0.155739679,0.856012755
ALDH7A1,-0.2045,0.017440513,1.758440742,-1.758440742,0.184405914,-0.07,0.23163282,0.635199906,-0.635199906,0.497292831
ALDH9A1,0.04055,0.623190302,0.205379314,0.205379314,0.863577964,0.22,0.202081521,0.694473398,0.694473398,0.461446485
ALDOA,0.1899,0.018402908,1.735113551,1.735113551,0.19006967,0.605,0.009164406,2.037895689,2.037895689,0.084538725
ALDOB,0.052,0.56806342,0.245603176,0.245603176,0.831065487,0.42,0.765858197,0.115851635,0.115851635,0.892343019
ALDOC,0.033,0.288201496,0.540303769,0.540303769,0.629492086,0.86,0.011365351,1.944417157,1.944417157,0.095474012
ALG1,-0.03235,0.502859533,0.298553312,-0.298553312,0.789264747,0.015,0.862071653,0.064456635,0.064456635,0.93983226
ALG10,0.1868,0.818710902,0.086869427,0.086869427,0.943618675,-0.04,0.873788357,0.058593746,-0.058593746,0.945691985
ALG11,0.03574,0.758307528,0.120154633,0.120154633,0.919682076,0.11,0.209108709,0.67962788,0.67962788,0.470005453
ALG12,-0.0691,0.66020657,0.180320158,-0.180320158,0.879398036,0.155,0.028601679,1.543608473,1.543608473,0.159682818
ALG13,0.0275,0.885558234,0.052782875,0.052782875,0.962799538,-0.04,0.47473106,0.323552353,-0.323552353,0.718360644
ALG14,-0.1091,0.088699466,1.052078993,-1.052078993,0.378842297,-0.175,0.299515558,0.523580614,-0.523580614,0.570283192
ALG2,0.013,0.441734093,0.354839081,0.354839081,0.752142981,0.06,0.651491035,0.186091556,0.186091556,0.827588803
ALG5,0.16315,0.277085357,0.557386425,0.557386425,0.618138003,0.055,0.113322048,0.945685585,0.945685585,0.34004037
ALG6,0.095,0.850412742,0.070370241,0.070370241,0.952704002,0.14,0.007801171,2.107840177,2.107840177,0.077021143
ALG8,-0.0385,0.899356912,0.046067923,-0.046067923,0.967793333,0.11,0.166067221,0.779716081,0.779716081,0.415790394
ALG9,0.03924,0.574927353,0.240387029,0.240387029,0.837052998,0.11,0.091449796,1.03881726,1.03881726,0.302400767
ALKBH1,0.0885768,0.296131872,0.528514849,0.528514849,0.637456559,-0.045,0.807796446,0.092698062,-0.092698062,0.914013628
ALKBH2,0.035075,0.248188517,0.605218316,0.605218316,0.587324703,0.135,0.462578237,0.334814803,0.334814803,0.707469478
ALKBH3,-0.1555,0.170571867,0.768092598,-0.768092598,0.50399946,-1.135,9.65E-04,3.015488876,-3.015488876,0.024485146
ALKBH4,-0.14195,0.032427922,1.489080883,-1.489080883,0.236527573,-0.14,0.178550064,0.74823999,-0.74823999,0.431377743
ALKBH5,0.09005,0.21470341,0.668161059,0.668161059,0.552477329,0.08,0.393178055,0.40541073,0.40541073,0.651336122
ALKBH6,0.329,0.168594435,0.773156765,0.773156765,0.500688245,0.145,0.164550035,0.783702021,0.783702021,0.413775312
ALKBH7,0.248135,0.001228595,2.910591201,2.910591201,0.0524989,0.2,0.046535263,1.332217829,1.332217829,0.208719271
ALKBH8,-0.0369,0.781070092,0.107309991,-0.107309991,0.930651482,-0.045,0.640794943,0.193280925,-0.193280925,0.822026779
ALMS1,0.0521,0.796349507,0.098896284,0.098896284,0.934831135,-0.06,0.41266283,0.384404647,-0.384404647,0.668279903
ALOX15,0.09035,0.561468783,0.250674385,0.250674385,0.827573952,1.265,0.320902892,0.493626368,0.493626368,0.590809236
ALOX15B,0.2049635,0.610548067,0.21428014,0.21428014,0.857021772,-0.125,0.792507964,0.100996365,-0.100996365,0.906638378
ALOX5,-0.01175,0.602290852,0.220193733,-0.220193733,0.852128594,-0.105,0.609205947,0.215235866,-0.215235866,0.801924026
ALOX5AP,0.21275,0.724561598,0.139924687,0.139924687,0.906993879,0.16,0.706023895,0.1511806,0.1511806,0.859842824
ALPG,0.494,0.513151034,0.289754792,0.289754792,0.797942527,0.85,0.333152263,0.477357232,0.477357232,0.601900436
ALPK1,0.10469,0.533905589,0.272535533,0.272535533,0.812646304,-0.1,0.338096342,0.470959528,-0.470959528,0.606008927
ALPL,-0.182,0.100436189,0.998109776,-0.998109776,0.39907865,-0.125,0.270550192,0.567752154,-0.567752154,0.540193779
ALPP,-0.2285,0.224017462,0.649718128,-0.649718128,0.561746711,0.53,0.647963521,0.188449443,0.188449443,0.825658824
ALS2,0.06265,0.361147114,0.442315852,0.442315852,0.691709319,0.01,0.777205977,0.109463868,0.109463868,0.898592168
ALYREF,-0.02295,0.531753981,0.27428925,-0.27428925,0.809946388,0.42,4.04E-05,4.393118181,4.393118181,0.004406743
AMACR,0.0205,0.743248742,0.128865817,0.128865817,0.912662877,0.12,0.788674175,0.10310238,0.10310238,0.904396453
AMBP,-0.213,0.117966068,0.928242894,-0.928242894,0.426981871,2.285,1.10E-05,4.959947069,4.959947069,0.002618465
AMBRA1,0.0752,0.398829498,0.399212729,0.399212729,0.72442084,0.05,0.612612574,0.212814093,0.212814093,0.804282081
AMD1,0.2708,0.00502971,2.298457056,2.298457056,0.10443329,-0.045,0.80783206,0.092678915,-0.092678915,0.914013628
AMDHD2,-0.0705,0.698675121,0.155724721,-0.155724721,0.89494531,0.015,0.858181608,0.066420797,0.066420797,0.939157354
AMFR,-0.01175,0.790818643,0.101923101,-0.101923101,0.933405456,-0.485,0.001253415,2.901904999,-2.901904999,0.028206006
AMMECR1L,-0.32105,0.804442479,0.094505004,-0.094505004,0.937350367,0,0.920905438,0.035784962,0,0.967113964
AMN1,-0.2471,0.043623173,1.360282745,-1.360282745,0.272243306,-0.45,0.043375433,1.36275618,-1.36275618,0.201030235
AMOT,-0.1883,0.011209781,1.950402868,-1.950402868,0.150793669,-0.54,0.01966618,1.706279992,-1.706279992,0.129495624
AMOTL1,-0.0165,0.235563252,0.627892458,-0.627892458,0.572239011,0.18,0.330633387,0.480653294,0.480653294,0.600455512
AMOTL2,-0.087,0.459616512,0.337604377,-0.337604377,0.76176782,-0.085,0.616151237,0.210312675,-0.210312675,0.806287327
AMPD2,-0.1415,0.006833891,2.165331968,-2.165331968,0.118175322,-0.05,0.769605868,0.11373163,-0.11373163,0.894698431
AMPD3,-0.1088,0.295016147,0.530154213,-0.530154213,0.63544309,-0.03,0.735742994,0.133273865,-0.133273865,0.876539836
AMPH,-0.645,0.010143893,1.993795358,-1.993795358,0.144254572,-1.045,0.005968905,2.224105326,-2.224105326,0.066924402
AMT,-1.07,0.006936675,2.158848665,-2.158848665,0.119173591,-0.53,0.004525771,2.344307439,-2.344307439,0.058034335
AMY1B,-0.196295,0.135217988,0.86896553,-0.86896553,0.453831194,-0.22,0.6066694,0.21704791,-0.21704791,0.800900507
AMZ2,0.11355,0.194149628,0.711863436,0.711863436,0.530724094,0.025,0.285860982,0.543845118,0.543845118,0.556360367
ANAPC1,-0.0172,0.598838233,0.22269048,-0.22269048,0.851285752,0.01,0.505968264,0.295876723,0.295876723,0.742033801
ANAPC10,0.1166,0.004389011,2.35763332,2.35763332,0.098854244,0.04,0.157111159,0.803792967,0.803792967,0.403072234
ANAPC11,0.2445,0.585505055,0.232469351,0.232469351,0.844084748,0.255,0.008037851,2.09486003,2.09486003,0.078326349
ANAPC13,-0.0483,0.676759325,0.169565751,-0.169565751,0.886573284,-0.18,0.253601786,0.595847692,-0.595847692,0.523869101
