ID,Gene,FoldChange.acetyl,pval.acetyl,logp.acetyl,signedlogp.acetyl,FDR.acetyl,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
ALB-K341,ALB,0.0955,0.749512502,0.125221119,0.125221119,0.954833221,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K36,ALB,0.19145,0.541494141,0.266406239,0.266406239,0.859950591,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K375,ALB,0.1095,0.792342749,0.101086912,0.101086912,0.965324785,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K383,ALB,0.095325,0.888632654,0.051277732,0.051277732,0.983742051,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K396,ALB,0.04275,0.827074225,0.082455513,0.082455513,0.974426733,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K402,ALB,0.222,7.58E-01,0.120319157,0.120319157,0.956454445,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K413,ALB,0.058435,0.941950346,0.02597199,0.02597199,0.99107133,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K426,ALB,-0.46825,0.463080477,0.334343528,-0.334343528,0.820642695,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K44,ALB,0.1465,0.937493589,0.028031694,0.028031694,0.99107133,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K456,ALB,0.309025,0.29747441,0.526550388,0.526550388,0.703426905,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K460,ALB,0.0280315,0.674406408,0.171078312,0.171078312,0.922454527,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K463,ALB,0.03675,0.50147648,0.299749431,0.299749431,0.839509249,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K490,ALB,-0.2,0.35222889,0.453175026,-0.453175026,0.747654131,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K499,ALB,-1.00555,0.450101565,0.346689477,-0.346689477,0.810746324,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K524,ALB,0.13692,0.793256116,0.100586571,0.100586571,0.965845783,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K543,ALB,0.051525,0.590453731,0.228814129,0.228814129,0.883682503,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K549,ALB,0.33225,0.641990093,0.192471674,0.192471674,0.907498431,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K558,ALB,0.070225,0.924137018,0.034263633,0.034263633,0.987634181,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K569,ALB,-0.309725,0.65812068,0.181694463,-0.181694463,0.912619577,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K581,ALB,0.063,0.466498782,0.331149486,0.331149486,0.8237386,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K584,ALB,0.0125,0.658112837,0.181699638,0.181699638,0.912619577,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K588,ALB,0.346425,0.541495555,0.266405104,0.266405104,0.859950591,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K597,ALB,0.06585,0.888632267,0.051277921,0.051277921,0.983742051,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K598,ALB,0.275,0.528350655,0.27707775,0.27707775,0.852321799,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K65,ALB,0.571,5.67E-02,1.246666778,1.246666778,0.398292637,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K75,ALB,-0.22445,0.324561701,0.488702729,-0.488702729,0.725395688,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K88,ALB,0.0255,0.699129741,0.155442223,0.155442223,0.93361126,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALB-K97,ALB,0.1525785,0.088600509,1.052563782,1.052563782,0.463752117,0.52,0.884204737,0.053447163,0.053447163,0.93693216
ALDH18A1-K124,ALDH18A1,0.19765,0.099957807,1.000183279,1.000183279,0.473073891,-0.545,0.00239627,2.620464245,-2.620464245,0.019727547
ALDH18A1-K149,ALDH18A1,-0.15985,0.226257204,0.645397583,-0.645397583,0.641828816,-0.545,0.00239627,2.620464245,-2.620464245,0.019727547
ALDH18A1-K347,ALDH18A1,-0.01755,0.735759332,0.133264221,-0.133264221,0.947043543,-0.545,0.00239627,2.620464245,-2.620464245,0.019727547
ALDH18A1-K424,ALDH18A1,0.3305,0.933794357,0.029748755,0.029748755,0.99107133,-0.545,0.00239627,2.620464245,-2.620464245,0.019727547
ALDH18A1-K68,ALDH18A1,-1.004,0.220397738,0.656792868,-0.656792868,0.635860482,-0.545,0.00239627,2.620464245,-2.620464245,0.019727547
ALDH1A1-K329,ALDH1A1,-0.0377,0.52825573,0.277155783,-0.277155783,0.852321799,-1.255,0.009814387,2.008136807,-2.008136807,0.050651552
ALDH1A1-K367,ALDH1A1,0.473,0.025209062,1.598443313,1.598443313,0.311530062,-1.255,0.009814387,2.008136807,-2.008136807,0.050651552
ALDH1A1-K412,ALDH1A1,-0.543,0.03110307,1.507196741,-1.507196741,0.341230751,-1.255,0.009814387,2.008136807,-2.008136807,0.050651552
ALDH1B1-K364,ALDH1B1,-0.3835,0.341941445,0.466048258,-0.466048258,0.739454397,0.585,0.019784805,1.703668231,1.703668231,0.082590697
ALDH1B1-K429,ALDH1B1,-0.1841,0.914193087,0.038962067,-0.038962067,0.985845275,0.585,0.019784805,1.703668231,1.703668231,0.082590697
ALDH1B1-K511,ALDH1B1,0.3611,0.186905789,0.728377248,0.728377248,0.59420149,0.585,0.019784805,1.703668231,1.703668231,0.082590697
ALDH2-K355,ALDH2,-0.073,0.530218173,0.275545391,-0.275545391,0.853822764,-0.555,0.003516798,2.453852564,-2.453852564,0.025598269
ALDH2-K368,ALDH2,-0.7853125,0.081361775,1.089579585,-1.089579585,0.453363276,-0.555,0.003516798,2.453852564,-2.453852564,0.025598269
ALDH2-K383,ALDH2,-0.47215,0.271136394,0.566812184,-0.566812184,0.679538355,-0.555,0.003516798,2.453852564,-2.453852564,0.025598269
ALDH2-K428,ALDH2,-0.34815,0.617484471,0.20937396,-0.20937396,0.899499586,-0.555,0.003516798,2.453852564,-2.453852564,0.025598269
ALDH4A1-K119,ALDH4A1,-0.0291,0.459510945,0.33770414,-0.33770414,0.818378831,0.235,0.822704467,0.084756145,0.084756145,0.902240129
ALDH4A1-K402,ALDH4A1,-0.2135,0.46040204,0.33686276,-0.33686276,0.818729623,0.235,0.822704467,0.084756145,0.084756145,0.902240129
ALDH4A1-K52,ALDH4A1,0.0333,0.923253589,0.034678996,0.034678996,0.987634181,0.235,0.822704467,0.084756145,0.084756145,0.902240129
ALDH4A1-K93,ALDH4A1,-0.372,0.274711141,0.561123727,-0.561123727,0.681592956,0.235,0.822704467,0.084756145,0.084756145,0.902240129
ALDH5A1-K126,ALDH5A1,-0.1145,0.98300916,0.007442435,-0.007442435,0.999575323,-0.015,0.928580009,0.03218067,-0.03218067,0.962731207
ALDH5A1-K378,ALDH5A1,-0.08099,0.605466803,0.217909664,-0.217909664,0.890071729,-0.015,0.928580009,0.03218067,-0.03218067,0.962731207
ALDH5A1-K400,ALDH5A1,-0.1014,0.817081038,0.087734868,-0.087734868,0.974317819,-0.015,0.928580009,0.03218067,-0.03218067,0.962731207
ALDH6A1-K117,ALDH6A1,-0.286,0.0973434,1.011693487,-1.011693487,0.469930204,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH6A1-K331,ALDH6A1,-0.421,0.026352506,1.579178083,-1.579178083,0.315948973,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH6A1-K47,ALDH6A1,-0.2829,0.088467228,1.053217581,-1.053217581,0.463752117,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH6A1-K52,ALDH6A1,-0.3654,0.07395907,1.131008558,-1.131008558,0.433314351,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH6A1-K55,ALDH6A1,-0.16244,0.512671223,0.29016106,-0.29016106,0.84684144,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH6A1-K87,ALDH6A1,-0.449,0.047555596,1.322798371,-1.322798371,0.385351831,-0.255,0.059045019,1.228816737,-1.228816737,0.17368833
ALDH7A1-K93,ALDH7A1,0.02435,5.76E-01,0.239659979,0.239659979,0.874495539,-0.3,0.149958919,0.824027698,-0.824027698,0.322810735
ALDH9A1-K334,ALDH9A1,-0.246,1.88E-01,0.725695803,-0.725695803,0.594350353,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDH9A1-K340,ALDH9A1,0.107255,0.685973088,0.163692922,0.163692922,0.926164252,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDH9A1-K368,ALDH9A1,-0.353,0.040203401,1.395737211,-1.395737211,0.3640764,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDH9A1-K371,ALDH9A1,-0.467,0.397392033,0.400780844,-0.400780844,0.781401409,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDH9A1-K376,ALDH9A1,-0.1969,0.24469705,0.611371266,-0.611371266,0.656432476,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDH9A1-K54,ALDH9A1,-0.12355,6.10E-01,0.21489852,-0.21489852,0.893624434,-0.535,0.016248755,1.7891799,-1.7891799,0.071842971
ALDOA-K153,ALDOA,0.17295,0.380294717,0.419879708,0.419879708,0.768168168,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K162,ALDOA,0.3352,1.44E-01,0.842412002,0.842412002,0.550604841,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K165,ALDOA,0.28765,2.77E-02,1.557337017,1.557337017,0.324642779,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K207,ALDOA,0.030505,0.897490718,0.046970034,0.046970034,0.983820778,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K284,ALDOA,0.44,0.014993273,1.824103547,1.824103547,0.26447904,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K297,ALDOA,0.0517,0.964311599,0.015782609,0.015782609,0.998260607,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K366,ALDOA,0.14025,0.21162375,0.674435593,0.674435593,0.626569612,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K376,ALDOA,-0.25785,0.518586802,0.28517854,-0.28517854,0.847684399,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K384,ALDOA,-0.14135,0.7923463,0.101084966,-0.101084966,0.965324785,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K67,ALDOA,0.2957,0.19958655,0.69986873,0.69986873,0.610280646,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOA-K96,ALDOA,0.454,0.031924668,1.495873607,1.495873607,0.342406146,0.145,0.098420724,1.006913444,1.006913444,0.244538265
ALDOC-K111,ALDOC,0.3712,0.005133276,2.289605348,2.289605348,0.175692375,0.72,0.175226049,0.756401331,0.756401331,0.358177456
ALDOC-K153,ALDOC,0.0437,0.62135098,0.206663012,0.206663012,0.900139933,0.72,0.175226049,0.756401331,0.756401331,0.358177456
ALG5-K126,ALG5,0.172,0.156867394,0.804467319,0.804467319,0.567435943,-0.445,0.027294683,1.563921952,-1.563921952,0.102682914
ALYREF-K242,ALYREF,-0.0433,0.565052928,0.24791087,-0.24791087,0.870650495,0.485,8.24E-04,3.083900503,3.083900503,0.009831217
ALYREF-K93,ALYREF,-0.3637,0.08150616,1.088809565,-1.088809565,0.453363276,0.485,8.24E-04,3.083900503,3.083900503,0.009831217
AMBP-K100,AMBP,0.831,0.748484981,0.12581691,0.12581691,0.954833221,-1.25,0.034709054,1.459557218,-1.459557218,0.120651062
AMBP-K149,AMBP,0.502,0.019980673,1.699389886,1.699389886,0.293901019,-1.25,0.034709054,1.459557218,-1.459557218,0.120651062
AMBP-K326,AMBP,-0.135,0.877610595,0.056698142,-0.056698142,0.983227298,-1.25,0.034709054,1.459557218,-1.459557218,0.120651062
ANAPC16-K71,ANAPC16,0.026,0.865989816,0.062487215,0.062487215,0.983227298,-0.43,0.004199977,2.376753086,-2.376753086,0.028852843
ANAPC7-K107,ANAPC7,0.0682,1.00E+00,0,0,1,0.195,0.092797672,1.032462918,1.032462918,0.235689569
ANAPC7-K263,ANAPC7,0.17461,0.374375425,0.426692667,0.426692667,0.764695856,0.195,0.092797672,1.032462918,1.032462918,0.235689569
ANK3-K574,ANK3,-0.0815,0.829072682,0.081407395,-0.081407395,0.974961508,-0.82,8.25E-04,3.083515645,-3.083515645,0.009831217
ANKFY1-K979,ANKFY1,0.07465,0.613839024,0.211945506,0.211945506,0.896587315,-0.245,0.030975006,1.508988606,-1.508988606,0.111855422
ANP32A-K68,ANP32A,0.29698,0.756337131,0.121284578,0.121284578,0.956454445,0.115,0.423069563,0.373588218,0.373588218,0.622369791
ANP32A-K86,ANP32A,-0.235386,0.342621259,0.465185693,-0.465185693,0.739699401,0.115,0.423069563,0.373588218,0.373588218,0.622369791
ANP32A-K99,ANP32A,-0.04035,0.7333967,0.134661049,-0.134661049,0.946079688,0.115,0.423069563,0.373588218,0.373588218,0.622369791
ANP32B-K28,ANP32B,-0.10165,0.728508409,0.137565431,-0.137565431,0.943499216,0.2,0.110372091,0.957140729,0.957140729,0.263261645
ANP32B-K68,ANP32B,0.07224,0.964667685,0.015622269,0.015622269,0.998260607,0.2,0.110372091,0.957140729,0.957140729,0.263261645
ANXA1-K161,ANXA1,-0.528,0.116494985,0.93369277,-0.93369277,0.501255057,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K166,ANXA1,-0.063785,0.657976495,0.181789621,-0.181789621,0.912619577,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K239,ANXA1,-0.4712,0.037893805,1.421431787,-1.421431787,0.358977524,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K274,ANXA1,-0.3915,0.474942978,0.323358529,-0.323358529,0.826203149,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K281,ANXA1,-0.11435,0.604532722,0.218580187,-0.218580187,0.890071729,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K287,ANXA1,-0.18315,0.059070752,1.228627503,-1.228627503,0.402938941,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K312,ANXA1,-0.52344,0.011529299,1.938197099,-1.938197099,0.240983818,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K90,ANXA1,-0.3381,0.010138974,1.994005973,-1.994005973,0.228822736,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA1-K97,ANXA1,-0.3116,0.126219043,0.898875118,-0.898875118,0.517925554,-1.085,0.011527268,1.938273609,-1.938273609,0.056732969
ANXA11-K255,ANXA11,0.1225,0.321466664,0.492864057,0.492864057,0.723382364,0.285,0.26253236,0.580817158,0.580817158,0.466865364
ANXA11-K315,ANXA11,-0.1509,0.468315052,0.329461884,-0.329461884,0.824521032,0.285,0.26253236,0.580817158,0.580817158,0.466865364
ANXA2-K133,ANXA2,0.037,0.6540699,0.184375836,0.184375836,0.911697796,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K166,ANXA2,-0.237,0.134888964,0.870023579,-0.870023579,0.533071925,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K170,ANXA2,-0.529,0.068272296,1.165755491,-1.165755491,0.427102408,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K175,ANXA2,-0.133175,0.250851463,0.600583362,-0.600583362,0.659954363,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K187,ANXA2,-0.206825,0.057292182,1.241904641,-1.241904641,0.398292637,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K194,ANXA2,-0.048,0.587805424,0.230766411,-0.230766411,0.880942764,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K222,ANXA2,0.2965,0.481214826,0.317661001,0.317661001,0.8291737,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K245,ANXA2,-0.09628,0.490842006,0.309058278,-0.309058278,0.830605521,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K297,ANXA2,-0.2665,0.099595377,1.001760818,-1.001760818,0.473073891,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K320,ANXA2,-0.238225,0.16649879,0.778588919,-0.778588919,0.575495817,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K331,ANXA2,-0.29846,0.347200499,0.45941966,-0.45941966,0.742457546,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K342,ANXA2,-0.06845,0.622066634,0.206163093,-0.206163093,0.900139933,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA2-K65,ANXA2,-0.330675,0.012679973,1.896881686,-1.896881686,0.24948117,-0.82,8.59E-04,3.06585597,-3.06585597,0.010112924
ANXA3-K176,ANXA3,-0.245,0.068273798,1.165745936,-1.165745936,0.427102408,-0.455,0.081472191,1.088990603,-1.088990603,0.215786274
ANXA4-K186,ANXA4,0.154,0.957040405,0.019069726,0.019069726,0.996655514,0.23,0.682597592,0.165835248,0.165835248,0.82294158
ANXA4-K215,ANXA4,0.133125,0.308827687,0.510283772,0.510283772,0.713418299,0.23,0.682597592,0.165835248,0.165835248,0.82294158
ANXA4-K255,ANXA4,0.2359,0.475919913,0.322466123,0.322466123,0.826203149,0.23,0.682597592,0.165835248,0.165835248,0.82294158
ANXA4-K261,ANXA4,0.0200355,0.895860286,0.047759716,0.047759716,0.983820778,0.23,0.682597592,0.165835248,0.165835248,0.82294158
ANXA4-K302,ANXA4,0.1404,0.552298085,0.257826462,0.257826462,0.864901235,0.23,0.682597592,0.165835248,0.165835248,0.82294158
ANXA4-K59,ANXA4,-0.0843,0.236520231,0.626131705,-0.626131705,0.651232397,0.23,0.682597592,0.165835248,0.165835248,0.82294158
ANXA5-K101,ANXA5,-0.219,0.275220193,0.560319705,-0.560319705,0.681592956,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K108,ANXA5,0.0185,1,0,0,1,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K260,ANXA5,0.11055,0.900496562,0.045517941,0.045517941,0.984537206,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K309,ANXA5,-0.445285,0.056123954,1.250851743,-1.250851743,0.396919635,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K58,ANXA5,0.1583,3.36E-01,0.473057346,0.473057346,0.73486466,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K70,ANXA5,-0.284,0.775129673,0.110625637,-0.110625637,0.961913893,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K76,ANXA5,-0.4385,0.077656534,1.109821996,-1.109821996,0.440308723,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K79,ANXA5,-0.36625,0.16995791,0.769658618,-0.769658618,0.577480603,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K86,ANXA5,0.0415,0.921349779,0.035575464,0.035575464,0.987634181,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA5-K97,ANXA5,-0.296,0.044930721,1.34745661,-1.34745661,0.378355178,-0.37,0.011161969,1.952259173,-1.952259173,0.055470013
ANXA6-K113,ANXA6,0.0219,0.467233638,0.330465898,0.330465898,0.8237386,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K135,ANXA6,0.144725,0.060589844,1.217600165,1.217600165,0.407740583,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K265,ANXA6,0.4665,0.028162597,1.550327294,1.550327294,0.328254679,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K299,ANXA6,0.25315,0.100754766,0.996734402,0.996734402,0.473341777,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K306,ANXA6,0.19571,0.067767273,1.168979989,1.168979989,0.427102408,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K314,ANXA6,0.40935,0.105490311,0.976787426,0.976787426,0.48182281,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K370,ANXA6,0.403,0.074708949,1.126627374,1.126627374,0.433314351,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K406,ANXA6,0.4545,0.008910796,2.050083508,2.050083508,0.215118194,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K442,ANXA6,0.2461,0.021261371,1.672408724,1.672408724,0.299339375,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K478,ANXA6,0.1096,0.374773004,0.4262317,0.4262317,0.765006333,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K613,ANXA6,0.406,0.094395389,1.025049218,1.025049218,0.469245678,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K620,ANXA6,0.1329,3.73E-01,0.428583018,0.428583018,0.763173933,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K63,ANXA6,0.2671,0.572004764,0.242600354,0.242600354,0.873426804,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K647,ANXA6,0.989,8.26E-02,1.08E+00,1.08301992,0.453363276,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K75,ANXA6,-0.01555,0.600176829,0.221720775,-0.221720775,0.888009703,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA6-K81,ANXA6,0.2828,0.068588283,1.163750067,1.163750067,0.427102408,0.2,0.211585382,0.674514339,0.674514339,0.403904036
ANXA7-K228,ANXA7,-0.2848,0.09249128,1.033899209,-1.033899209,0.467431234,-0.14,0.269736476,0.569060321,-0.569060321,0.473648853
ANXA7-K430,ANXA7,-0.0275,0.38454682,0.415050775,-0.415050775,0.771517608,-0.14,0.269736476,0.569060321,-0.569060321,0.473648853
AP1B1-K26,AP1B1,-0.3556,0.614696519,0.211339246,-0.211339246,0.897008803,-0.345,0.003271281,2.485282176,-2.485282176,0.024379735
AP1B1-K948,AP1B1,0.1236,0.829684698,0.08108692,0.08108692,0.974961508,-0.345,0.003271281,2.485282176,-2.485282176,0.024379735
AP1G1-K217,AP1G1,-0.45785,0.010189045,1.991866534,-1.991866534,0.228831033,-0.22,0.010614955,1.974081827,-1.974081827,0.053640967
AP1G1-K574,AP1G1,-0.359,0.014896814,1.826906591,-1.826906591,0.264326288,-0.22,0.010614955,1.974081827,-1.974081827,0.053640967
AP2A1-K177,AP2A1,0.10705,0.321468357,0.492861769,0.492861769,0.723382364,0.005,0.862113626,0.064435491,0.064435491,0.924774438
AP3M1-K283,AP3M1,-0.1279,0.324040355,0.489400901,-0.489400901,0.725293728,-0.18,0.008739939,2.05849158,-2.05849158,0.04739294
APCS-K162,APCS,0.597,0.067837743,1.168528609,1.168528609,0.427102408,0,0.068915038,1.161686002,0,0.192939719
APEX1-K24,APEX1,0.132,0.22442236,0.648933875,0.648933875,0.639126331,0.285,0.009042186,2.043726567,2.043726567,0.048247604
APEX1-K32,APEX1,-0.418905,0.265564426,0.575830102,-0.575830102,0.672461822,0.285,0.009042186,2.043726567,2.043726567,0.048247604
APIP-K206,APIP,0.01047,0.914193087,0.038962067,0.038962067,0.985845275,-0.295,0.037162888,1.429890539,-1.429890539,0.126438213
APIP-K90,APIP,-0.155395,0.180308913,0.743982805,-0.743982805,0.589894319,-0.295,0.037162888,1.429890539,-1.429890539,0.126438213
APOA1-K118,APOA1,0.5109,0.090535247,1.043182307,1.043182307,0.463925855,1.205,0.104131342,0.982418535,0.982418535,0.254005265
APOA1-K130,APOA1,0.513705,0.019191233,1.716897119,1.716897119,0.288746527,1.205,0.104131342,0.982418535,0.982418535,0.254005265
APOA1-K131,APOA1,0.46415,0.300081023,0.522761468,0.522761468,0.706690955,1.205,0.104131342,0.982418535,0.982418535,0.254005265
APOA1-K157,APOA1,0.073,0.481758036,0.317171032,0.317171032,0.8291737,1.205,0.104131342,0.982418535,0.982418535,0.254005265
